ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
ordʒie	ɔʁʒi	ɔrdʒa	oɾxia	ɔɾəʒiɐ	ɔrɡɪam
oɾibil	oʁibl	orribile	oriβle	uʁivɛl	hɔrrɪbɪlɛm
oɾidʒinal	oʁiʒinal	oridʒinale	oɾixinal	ɔɾiʒinɑl	ɔriːɡɪnaːlɛm
ornament	ɔʁnəmɑ̃	ornamento	oɾnamɛnto	ɔɾənɐmeɪŋtʊ	ɔrnaːmɛntʊm
oɾɔaɾe	oʁœʁ	orrore	oroɾ	uʁoɹ	hɔrroːrɛm
oɾolodʒiu	ɔʁlɔʒ	orolodʒo	relox	ʁelɔʒjʊ	hoːrɔlɔɡɪʊm
ortodoksje	ɔʁtodoksi	ortodossia	oɾtoðoksja	ɔɾətuduksiɐ	ɔrtʰɔdɔksɪam
ortoɡrafie	ɔʁtɔɡʁafi	ortoɡrafia	oɾtoɣɾafia	ɔɾətuɡɹɐfiɐ	ɔrtʰɔɡrapʰɪa
os	ø	ɔsso	weso	osʊ	ɔssʊm
osana	ozana	ozanna	osanna	uzɐ̃nɐ	hoːsanna
ostʃilatsje	ɔsilasjɔ̃	oʃillatsione	osθilaθjon	ɔsilɐsɐ̃ʊ̃	ɔskɪllaːtɪoːnɛm
ostʃilatsjune	ɔsilasjɔ̃	oʃillatsione	osθilaθjon	ɔsilɐsɐ̃ʊ̃	ɔskɪllaːtɪoːnɛm
ospitalitate	ɔspitalite	ospitalita	ospitaliðad	uʃpitɐlidadɨ	hɔspɪtaːlɪtaːtɛm
ostentatsje	ɔstɑ̃tasjɔ̃	ostentatsione	ostentaθjon	ɔʃteɪŋtɐsɐ̃ʊ̃	ɔstɛntaːtɪoːnɛm
ostilitate	ɔstilite	ostilita	ostiliðad	uʃtilidadɨ	hɔstiːlɪtaːtɛm
ow	œf	wɔvo	weβo	ovu	oːwʊm
oval	oval	ovale	oβal	ɔvɑl	ɔwaːlɛm
pəkat	peʃe	pekkato	pekaðo	pekadʊ	pɛkkaːtʊm
patʃe	pɛ	patʃe	paθ	paʃ	paːkɛm
patʃjent	pasjɑ̃	patʃɛnte	paθjɛnte	pɐsieɪŋtɨ	patɪɛntɛm
patʃjentsə	pasi	patsjɛntsa	paθjɛnθja	pɐsjeɪŋsjɐ	patɪɛntɪam
patʃifika	pasifje	patʃifikare	paθifikaɾ	pɐsifikaɹ	paːkɪfɪkaːrɛ
patʃifikator	pasifikatœʁ	patʃifikatore	paθifikaðoɾ	pɐsifikɐtoɹ	paːkɪfɪkaːtoːrɛm
pakt	pakt	patto	pakto	patʊ	paːktʊs
pəkuɾə	pwa	petʃe	peθ	peʃ	pɪkɛm
pəduke	pu	pidɔkkio	pjoxo	pioʎʊ	peːdiːkʊlʊm
pədukjos	pujø	pidokkiozo	pjoxoso	piuʎozʊ	peːdiːkʊloːsʊm
pəɡɨn	pɛjɛ̃	paɡano	paɣano	pɐɡɐ̃ʊ̃	paːɡaːnʊm
padʒinə	paʒ	padʒina	paxina	paʒinɐ	paːɡɪnam
pəɾea	paj	paʎa	paxa	paʎɐ	palɛam
palat	palɛ	palatsso	palaθjo	pɐlasjʊ	palaːtɪʊm
palid	paːl	pallido	paliðo	pɑlidʊ	pallɪdʊm
palimpsest	palɛ̃psɛst	palinsɛsto	palimpsesto	pɐlimpseʃtʊ	palɪmpseːstʊm
palinodje	palinodi	palinodia	palinoðja	pɐlinɔdjɐ	palɪnoːdɪam
palmə	pom	palma	palma	pɑlmɐ	palmam
palpa	palpe	palpare	palpaɾ	pɑlpaɹ	palpaːrɛ
panə	pɛn	penna	peɲa	penɐ	pɪnnam
panatʃew	panase	panatʃea	panaθea	pɐnɐsɛɪɐ	panakɛam
panikə	panik	paniko	paniko	pɐ̃nikʊ	paːnɪkʊm
panteon	pɑ̃teɔ̃	panteon	panteon	pɐ̃ŋtiɐ̃ʊ̃	pantʰɛɔn
panteɾə	pɑ̃tɛʁ	pantera	panteɾa	pɐ̃ŋtɛɾɐ	pantʰeːram
papə	pap	papa	papa	papɐ	papam
papilə	papij	papilla	papila	pɐpilɐ	papɪllam
paɾə	paʁ	palo	palo	paʊ	paːlʊm
paɾatʃentezə	paʁasɑ̃tɛz	paɾatʃentezi	paɾaθentesis	pɐɾɐseɪŋtɨziʃ	parakɛnteːsɪs
paɾadiɡmə	paʁadiɡm	paɾadiɡma	paɾaðiɡma	pɐɾɐdiɡmɐ	paradiːɡma
paɾadis	paʁadi	paɾadizo	paɾaiso	pɐɾɐizʊ	paradiːsʊm
paɾadizjak	paʁadizjak	paɾadiziako	paɾaðisiako	pɐɾɐdiziɐkʊ	paradiːsɪakʊm
paɾalel	paʁalɛl	paɾallɛlo	paɾalelo	pɐɾɐlɛlʊ	paralleːlʊm
paɾalitik	paʁalitik	paɾalitiko	paɾalitiko	pɐɾɐlitikʊ	paralytɪkʊm
paɾantezə	paʁɑ̃tɛz	parɛntezi	paɾentesis	pɐɾeɪŋtɨzɨ	parɛntʰɛsɪs
paɾazit	paʁazit	paɾassita	paɾasito	pɐɾɐzitɐ	parasiːtʊm
park	paʁk	parko	paɾke	paɾəkɨ	parkʊm
pəɾeɾe	paʁwaʁ	parere	paɾeɾ	pɐɾeɹ	pareːrɛ
pəɾesimʲ	kaʁɛm	kwarezima	kwaɾesma	kwɐɾeʒmɐ	kwaːdraːɡeːsɪmam
peɾete	paʁwa	parete	paɾed	pɐɾedɨ	parɪɛtɛm
pəɾinte	paʁɑ̃	parɛnte	paɾjɛnte	pɐɾeɪŋtɨ	parɛntɛm
paɾitate	paʁite	parita	paɾiðad	pɐɾidadɨ	paːrɪtaːtɛm
paɾodje	paʁodi	parodia	paɾoðja	pɐɾɔdjɐ	paroːdɪam
paɾohje	paʁwas	parrokia	parokja	pɐɾɔkiɐ	parɔkʰɪam
paɾotidə	paʁotid	parɔtide	paɾotiða	pɐɾɔtidɐ	paroːtɪdɛm
parte	paʁ	parte	paɾte	paɾətɨ	partɛm
partitʃipa	paʁtisipe	partetʃipare	paɾtiθipaɾ	pɐɾətisipaɹ	partɪkɪpaːrɛ
partitʃipiw	paʁtisip	partitʃipio	paɾtiθipjo	pɐɾətisipjʊ	partɪkɪpɪʊm
pər	pwal	pelo	pelo	pelʊ	piːlʊm
pas	pa	passo	paso	pasʊ	passʊm
paskal	paskal	paskwale	paskwal	pɐʃkɑl	paskʰaːlɛm
pasjune	pasjɔ̃	passione	pasjon	paɪʃɐ̃ʊ̃	passɪoːnɛm
paʃte	paːk	paskwa	paskwa	pɐʃkoɐ	paskʰam
pastiʃə	pastiʃ	pastitʃʃo	pastitʃe	pɐʃtiʃɨ	pastɪkɪʊm
pəʃune	pasɔ̃	paʃɔna	paθjon	pɐsioŋ	pastɪoːnɛm
patent	patɑ̃	patɛnte	patɛnte	pɐteɪŋtɨ	patɛntɛm
paternitate	patɛʁnite	paternita	pateɾniðad	pɐtɨɾənidadɨ	patɛrnɪtaːtɛm
patetik	patetik	patɛtiko	patetiko	pɐtɛtikʊ	patʰeːtɪkʊm
pətladʒinə	plɑ̃tɛ̃	pjantadʒʒine	ʎanten	plɐ̃ŋtaɡʊ	plantaːɡɪnɛm
patrimonjal	patʁimonjal	patrimonjale	patɾimonjal	pɐtɹimuniɑl	patrɪmoːnɪaːlɛm
patrimoniw	patʁimwan	patrimɔnio	patɾimonjo	pɐtɹimonjʊ	patrɪmoːnɪʊm
patron	patʁɔ̃	patrɔno	patɾon	pɐtɹonʊ	patroːnʊm
patronimik	patʁonimik	patronimiko	patɾonimiko	pɐtɹunimikʊ	patrɔnymɪkʊm
patru	katʁ	kwattro	kwatɾo	kwatɹʊ	kwattʊɔr
patrulater	kwadʁilatɛʁ	kwadrilatero	kwaðɾilateɾo	kwɐdɹilatɨɾʊ	kwadrɪlaːtɛrʊm
pəwn	pɑ̃	pavone	paβon	pɐvɐ̃ʊ̃	paːwoːnɛm
pe	paʁ	per	poɾ	puɹ	pɛr
peatrə	pjɛʁ	pjɛtra	pjeðɾa	pɛdɹɐ	pɛtram
pektoɾal	pɛktoʁal	pettorale	pektoɾal	peɪtuɾɑl	pɛktɔraːlɛm
pekuljar	pekyljɛʁ	pekuliare	pekuljaɾ	pekuliaɹ	pɛkuːlɪaːrɛm
pedalə	pedal	pedale	peðal	pɨdɑl	pɛdaːlɛm
pedikur	pedikyʁ	pedikura	peðikuɾa	pedikuɾɨ	peːdiːkuːram
pjez	pje	pjɛde	pje	pɛ	pɛdɛm
pele	po	pelle	pjel	pɛlɨ	pɛllɛm
peleɾin	pəlʁɛ̃	peleɡrino	peɾeɣɾino	peɾɨɡɹinʊ	pɛrɛɡriːnʊm
pelvis	pɛlvi	pɛlvi	pelβis	pɛʊviʃ	pɛlwɪs
penə	pɛn	pena	pena	penɐ	pɔɪnam
penetra	penetʁe	penetrare	penetɾaɾ	penɛtɹɐɹ	pɛneːtraːrɛ
penetrabil	penetʁabl	penetrabile	penetɾaβle	penɨtɹavɛl	pɛnɛtraːbɪlɛm
penetratsje	penetʁasjɔ̃	penetratsione	penetɾaθjon	penɛtɹɐsɐ̃ʊ̃	pɛnɛtraːtɪoːnɛm
penetratsjune	penetʁasjɔ̃	penetratsione	penetɾaθjon	penɛtɹɐsɐ̃ʊ̃	pɛnɛtraːtɪoːnɛm
peninsulə	penɛ̃syl	penizola	peninsula	peniŋsulɐ	paɪniːnsʊlam
penis	peni	pɛne	pene	peniʃ	peːnɛm
penitent	penitɑ̃	penitɛnte	penitɛnte	peniteɪŋtɨ	paɪnɪtɛntɛm
penitentsə	penitɑ̃s	penitɛntsa	penitɛnθja	peniteɪŋsjɐ	paɪnɪtɛntɪam
pensjune	pɑ̃sjɔ̃	pensione	pensjon	peɪŋsɐ̃ʊ̃	pɛnsɪoːnɛm
penultim	penylsjɛm	penultimo	penultimo	penultimʊ	paɪnʊltɪmʊm
pepene	pepɛ̃	popone	pepino	pepinʊ	pɛpɔnɛm
pjept	pi	pɛtto	petʃo	peɪtʊ	pɛktʊs
pjeptene	pɛɲ	pɛttine	peɪne	peɪŋtɨ	pɛktɛn
pertʃepe	pɛʁsəvwaʁ	pertʃepire	peɾθiβiɾ	peɾəsɨbeɹ	pɛrkɪpɛrɛ
pertʃeptibil	pɛʁsɛptibl	pertʃettibile	peɾθepptiβle	peɾəsɨptivɛl	pɛrkɛptiːbɪlɛm
pertʃeptsje	pɛʁsɛpsjɔ̃	pertʃetsione	peɾθepθjon	peɾəsɨpsɐ̃ʊ̃	pɛrkɛptɪoːnɛm
perditsje	pɛʁdisjɔ̃	perditsione	peɾðiθjon	peɾədisɐ̃ʊ̃	pɛrdɪtɪoːnɛm
peɾeke	paʁɛj	parekkio	paɾexo	pɐɾeʎʊ	paːrɪkʊlʊm
peɾen	peʁɛn	perɛnne	peɾɛnne	peɾenɨ	pɛrɛnnɛm
perfekt	paʁfɛ	perfɛtto	peɾfekto	peɾəfeɪtʊ	pɛrfɛktʊm
perfektsjune	pɛʁfɛksjɔ̃	perfetsione	peɾfekθjon	peɾəfeɪsɐ̃ʊ̃	pɛrfɛktɪoːnɛm
perfidje	pɛʁfidi	perfidia	peɾfiðja	peɾəfidjɐ	pɛrfɪdɪam
perfoɾa	pɛʁfoʁe	perforare	peɾfoɾaɾ	peɾəfuɾaɹ	pɛrfɔraːrɛ
perɡament	paʁʃmɛ̃	perɡamɛna	peɾɣamino	peɾəɡɐmiɲʊ	pɛrɡameːnam
peɾikul	peʁil	perikolo	peliɣɾo	peɾiɡʊ	pɛriːkʊlʊm
peɾjɔadə	peʁjɔd	periodo	peɾioðo	peɾiʊdʊ	pɛrɪɔdʊm
peɾjodik	peʁjodik	periɔdiko	peɾjoðiko	peɾiɔdikʊ	pɛrɪɔdɪkʊm
peɾipatetik	peʁipatetik	peripatɛtiko	peɾipatetiko	peɾipɐtɛtikʊ	pɛrɪpateːtɪkʊm
peɾiplu	peʁipl	pɛriplo	peɾiplo	pɛɾiplʊ	pɛrɪpluːs
permeabil	pɛʁmeabl	permeabile	peɾmeaβle	peɾəmɨavɛl	pɛrmɛaːbɪlɛm
permuta	pɛʁmyte	permutare	peɾmutaɾ	peɾəmutaɹ	pɛrmuːtaːrɛ
permutatsje	pɛʁmytasjɔ̃	permutatsione	peɾmutaθjon	peɾəmutɐsɐ̃ʊ̃	pɛrmuːtaːtɪoːnɛm
permutatsjune	pɛʁmytasjɔ̃	permutatsione	peɾmutaθjon	peɾəmutɐsɐ̃ʊ̃	pɛrmuːtaːtɪoːnɛm
peɾoɾa	peʁoʁe	perorare	peɾoɾaɾ	peɾuɾaɹ	pɛroːraːrɛ
perpetwu	pɛʁpetyɛl	perpɛtuo	peɾpetwo	peɾəpɛtuʊ	pɛrpɛtʊʊm
perpetwa	pɛʁpetye	perpetuare	peɾpetuɾ	peɾəpɨtuaɹ	pɛrpɛtʊaːrɛ
perpleks	pɛʁplɛks	perplɛsso	peɾplexo	peɾəplɛksʊ	pɛrplɛksʊm
perpleksitate	pɛʁplɛksite	perplessita	peɾplexiðad	peɾəplɨksidadɨ	pɛrplɛksɪtaːtɛm
perseveɾa	pɛʁseveʁe	perseverare	peɾseβeɾaɾ	peɾəsɨvɨɾaɹ	pɛrsɛweːraːrɛ
perseveɾentsə	pɛʁseveʁɑ̃s	perseverantsa	peɾseβeɾanθja	peɾəsɨvɨɾɐ̃ŋsɐ	pɛrsɛweːrantɪam
persik	pɛʁsik	pɛsko	pexeɣo	pesɛɡʊ	pɛrsɪkʊm
persɔanə	pɛʁsɔn	persona	peɾsona	pɨsoɐ	pɛrsoːnam
personaʒ	pɛʁsɔnaʒ	personadʒʒo	peɾsonaxe	peɾəsunaʒeɪŋ	pɛrsoːnaːtɪkʊm
personal	pɛʁsɔnɛl	personale	peɾsonal	pɨsuɑl	pɛrsoːnaːlɛm
perswasjune	pɛʁsyazjɔ̃	persuazione	peɾswasjon	peɾəsuɐzɐ̃ʊ̃	pɛrsʊaːsɪoːnɛm
pertinent	pɛʁtinɑ̃	pertinɛnte	peɾtinɛnte	peɾətineɪŋtɨ	pɛrtɪnɛntɛm
perversitate	pɛʁvɛʁsite	perversita	peɾβeɾsiðad	peɾəvɨɾəsidadɨ	pɛrwɛrsɪtaːtɛm
perversjune	pɛʁvɛʁsjɔ̃	perversione	peɾβeɾsjon	peɾəvɨɾəsɐ̃ʊ̃	pɛrwɛrsɪoːnɛm
pervertiɾe	pɛʁvɛʁtiʁ	pervertire	peɾβiɾtjɛndo	peɾəvɨɾəteɪŋdʊ	pɛrwɛrteːrɛ
pesar	pɛsɛʁ	pessario	pesaɾjo	pesaɾjʊ	pɛssaːrɪʊm
peʃte	pwasɔ̃	peʃe	peθ	peɪʃɨ	pɪskɛm
petitsje	pətisjɔ̃	petitsione	petiθjon	petisɐ̃ʊ̃	pɛtiːtɪoːnɛm
petulant	petylɑ̃	petulante	petulante	petulɐ̃ŋtɨ	pɛtʊlantɛm
petunje	pətœ̃	petunia	petunja	pɨtũŋ	pɛtʊnɪam
pjastru	pjastʁ	pjastra	pjastɾa	piaʃtɹɐ	ɛmplastrʊm
pjeɾʲ	peʁiʁ	perire	peɾeθeɾ	peɾɨseɹ	pɛriːrɛ
pjetate	pjete	pjeta	pjeðad	piɨdadɨ	pɪɛtaːtɛm
piɡment	piɡmɑ̃	piɡmento	piɡmɛnto	piɡmeɪŋtʊ	pɪɡmɛntʊm
pilor	pilɔʁ	pilɔro	piloɾo	pilɔɾʊ	pyloːrʊm
pin	pɛ̃	pino	pino	piɲʊ	piːnʊm
pyjne	pɛ̃	pane	pan	paʊ	paːnɛm
pineal	pineal	pineale	pineal	piniɑl	piːnɛam
pɨntetʃe	pɑ̃s	pantʃa	panθa	pɐ̃ŋsɐ	pantɪkɛm
piɾamidə	piʁamid	piramide	piɾamiðe	piɾɐ̃midɨ	pyramɪdɛm
piɾat	piʁat	pirata	piɾata	piɾatɐ	piːraːtam
pistʃinə	pisin	piʃina	pisθina	pisinɐ	pɪskiːnam
pisiform	pizifɔʁm	piziforme	pisifoɾme	pizifɔɾəmɨ	pɪsɪfoːrmɛm
pistil	pistil	pistillo	pistilo	piʃtilʊ	pɪstɪllʊm
plətʃea	plɛʁ	pjatʃere	plaθeɾ	pɹɐzeɹ	plaːkeːrɛ
platʃebo	plasbo	platʃɛbo	plaθeβo	plɐsebʊ	plakeːboː
platʃentə	plasɑ̃ta	platʃɛnta	plaθɛnta	plɐseɪŋtɐ	plakɛntam
plaɡə	plɛ	pjadʒʒa	plaja	pɹaɪɐ	plaɡam
pləmɨn	pumɔ̃	polmone	pulmon	puwmɐ̃ʊ̃	pʊlmoːnɛm
planetar	planetɛʁ	planetario	planetaɾjo	plɐnɨtaɾjʊ	planeːtaːrɪʊm
plantatsje	plɑ̃tasjɔ̃	pjantadʒone	plantaθjon	plɐ̃ŋtɐsɐ̃ʊ̃	plantaːtɪoːnɛm
plantatsjune	plɑ̃tasjɔ̃	pjantadʒone	plantaθjon	plɐ̃ŋtɐsɐ̃ʊ̃	plantaːtɪoːnɛm
plantiɡrad	plɑ̃tiɡʁad	plantiɡrado	plantiɣɾaðo	plɐ̃ŋtiɡɹɐdʊ	plantɪɡradʊm
plastik	plastik	plastiko	plastiko	plaʃtikʊ	plastɪkʊm
plastikə	plastik	plastika	plastika	plaʃtikɐ	plastɪkam
plauzibil	plozibl	plauzibile	plaʊsiβle	plaʊzivɛl	plaʊsɪbɪlɛm
plaka	plake	plakare	aplakaɾ	plɐkaɹ	plaːkaːrɛ
pleka	plie	pjeɡare	ʎeɣaɾ	ʃɨɡaɹ	plɪkaːrɛ
plebe	plɛb	plɛbe	pleβe	plɛbɨ	pleːbɛm
plebistʃit	plebisit	plebiʃito	pleβisθito	plebisitʊ	pleːbɪskiːtʊm
plenar	plenje	plenario	plenaɾjo	plenaɾjʊ	pleːnaːrɪʊm
pleonasm	pleonasm	pleonazmo	pleonasmo	pliunaʒmʊ	plɛɔnasmʊm
pleks	plɛks	plɛsso	plekso	plɛksʊ	plɛksʊm
plin	plɛ̃	pjɛno	ʎeno	ʃeɪʊ	pleːnʊm
plowa	pløvwaʁ	piɔvere	ʎoβeɾ	ʃuveɹ	plʊɛrɛ
plɔaje	plyi	piɔdʒʒa	ʎuβja	ʃuvɐ	plʊwɪam
plop	pøplie	piɔppo	tʃopo	ʃowpʊ	pɔpʊlʊm
plumb	plɔ̃	piɔmbo	plomo	ʃũmbʊ	plʊmbʊm
pluɾal	plyʁjɛl	plurale	pluɾal	pluɾɑl	pluːraːlɛm
popor	pøpl	pɔpolo	pweβlo	povʊ	pɔpʊlʊm
pluɾalitate	plyʁalite	pluralita	pluɾaliðad	pluɾɐlidadɨ	pluːraːlɪtaːtɛm
pluvjal	plyvjal	pluvjale	pluβjal	pluviɑl	plʊwɪaːlɛm
pneumatik	pnømatik	pneumatiko	peneʊmatiko	pneʊmatikʊ	pnɛʊmatɪkʊm
pɔartə	pɔʁt	pɔrta	pweɾta	pɔɾətɐ	pɔrtam
podjum	podjɔm	pɔdio	poðjo	pɔdjʊ	pɔdɪʊm
poet	pɔɛt	poɛta	poeta	puɛtɐ	pɔɪtam
poetik	pɔetik	poɛtiko	poetiko	puɛtikʊ	pɔeːtɪkʊm
poezje	pɔezi	poezia	poesia	puɨziɐ	pɔeːsɪs
pəj	pyi	pɔi	pwes	poɪʃ	pɔst
politik	politik	politiko	politiko	pulitikʊ	pɔliːtɪkʊm
politsje	polis	politsia	poliθia	pulisjɐ	pɔliːtiːam
pompos	pɔ̃pø	pompozo	pomposo	pumpozʊ	pɔmpoːsʊm
pondeɾabil	pɔ̃deʁabl	ponderabile	pondeɾaβle	puŋdɨɾavɛl	pɔndɛraːbɪlɛm
pont	pwɛ̃	punto	punto	poŋtʊ	pʊŋktʊm
ponton	pɔ̃tɔ̃	pontone	ponton	puŋtɐ̃ʊ̃	pɔntoːnɛm
punt	pɔ̃	ponte	pwɛnte	poŋtɨ	pɔntɛm
popular	popylɛʁ	popolare	populaɾ	pupulaɹ	pɔpʊlaːrɛm
populaɾitate	popylaʁite	popolarita	populaɾiðad	pupulɐɾidadɨ	pɔpʊlaːrɪtaːtɛm
populatsjune	popylasjɔ̃	popolatsione	poβlaθjon	pupulɐsɐ̃ʊ̃	pɔpʊlaːtɪoːnɛm
pork	pɔʁk	pɔrko	poɾko	poɾəkʊ	pɔrkʊm
porkar	pɔʁʃe	porkaio	poɾkeɾo	puɾəkeɪɾʊ	pɔrkaːrɪʊm
portitʃe	pɔʁtik	pɔrtiko	poɾtikos	pɔɾətikʊʃ	pɔrtɪkʊm
port	pɔʁ	pɔrto	pweɾto	poɾətʊ	pɔrtʊm
posesiv	pɔsɛsif	possessivo	posesiβo	pusɨsivʊ	pɔssɛssɪwʊm
posibil	pɔsibl	possibile	posiβle	pusivɛl	pɔssɪbɪlɛm
posibilitate	pɔsibilite	possibilita	posiβiliðad	pusibilidadɨ	pɔssɪbɪlɪtaːtɛm
posteɾjor	pɔsteʁjœʁ	posteriore	posteɾjoɾ	puʃtɨɾioɹ	pɔstɛrɪoːrɛm
posteɾitate	pɔsteʁite	posterita	posteɾiðad	puʃtɨɾidadɨ	pɔstɛrɪtaːtɛm
postumə	postym	pɔstumo	postumo	pɔʃtumʊ	pɔstʰʊmʊm
potabil	potabl	potabile	potaβle	putavɛl	poːtaːbɪlɛm
potentsə	potɑ̃s	potɛntsa	potɛnθja	puteɪŋsjɐ	pɔtɛntɪam
pozitsje	pozisjɔ̃	pozitsione	posiθjon	puzisɐ̃ʊ̃	pɔsɪtɪoːnɛm
pradə	pʁwa	prɛda	pɾeða	pɹiɐ	praɪdam
praɡmatik	pʁaɡmatik	praɡmatiko	pɾaɡmatiko	pɹɐɡmatikʊ	praɡmatɪkʊm
prat	pʁe	prato	pɾaðo	pɹadʊ	praːtʊm
prebendə	pʁebɑ̃d	prebɛnda	pɾeβɛnda	pɹebeɪŋdɐ	praɪbɛndam
prekar	pʁekɛʁ	prekario	pɾekaɾjo	pɹekaɾjʊ	prɛkaːrɪʊm
pretʃeda	pʁesede	pretʃedere	pɾeθeðeɾ	pɹesɨdeɹ	praɪkeːdeːrɛ
pretʃeptor	pʁesɛptœʁ	pretʃettore	pɾeθepptoɾ	pɹesɨptoɹ	praɪkɛptoːrɛm
pretʃesje	pʁesɛsjɔ̃	pretʃessione	pɾeθesjon	pɹesɨsɐ̃ʊ̃	praɪkɛssɪoːnɛm
pretʃipita	pʁesipite	pretʃipitare	pɾeθipitaɾ	pɹesipitaɹ	praɪkɪpɪtaːrɛ
pretʃis	pʁesi	pretʃizo	pɾeθiso	pɹɨsizʊ	praɪkiːsʊm
pretʃizje	pʁesizjɔ̃	pretʃizione	pɾeθisjon	pɹɨsizɐ̃ʊ̃	praɪkiːsɪoːnɛm
prekotʃe	pʁekɔs	prekɔtʃe	pɾekoθ	pɹekɔsɨ	praɪkɔkɛm
prekursɔaɾe	pʁekyʁsœʁ	prekursore	pɾekuɾsoɾ	pɹekuɾəsoɹ	praɪkʊrsoːrɛm
predestinatsje	pʁedɛstinasjɔ̃	predestinatsione	pɾeðestinaθjon	pɹedɨʃtinɐsɐ̃ʊ̃	praɪdɛstɪnaːtɪoːnɛm
predikatsje	pʁedikasjɔ̃	predikatsione	pɾeðikaθjon	pɹedikɐsɐ̃ʊ̃	praɪdɪkaːtɪoːnɛm
predikativ	pʁedikatif	predikativo	pɾeðikatiβo	pɹedikɐtivʊ	praɪdɪkaːtiːwʊm
prediktsie	pʁediksjɔ̃	preditsione	pɾeðikθjon	pɹedisɐ̃ʊ̃	praɪdɪktɪoːnɛm
prefatsə	pʁefas	prefatsione	pɾefaθjon	pɹɨfasɐ̃ʊ̃	praɪfaːtɪoːnɛm
prefekt	pʁefɛ	prefɛtto	pɾefekto	pɹɨfeɪtʊ	praɪfɛktʊm
prefektuɾə	pʁefɛktyʁ	prefettura	pɾefektuɾa	pɹɨfeɪtuɾɐ	praɪfɛktuːram
prelat	pʁela	prelato	pɾelaðo	pɹeladʊ	praɪlaːtʊm
preludiw	pʁelyd	preludio	pɾeluðjo	pɹeludjʊ	praɪluːdɪʊm
prematur	pʁematyʁ	prematuro	pɾematuɾo	pɹemɐtuɾʊ	praɪmaːtuːrʊm
premedita	pʁemdite	premeditare	pɾemeðitaɾ	pɹemɨditaɹ	praɪmɛdɪtaːriː
premiw	pʁi	prɛmio	pɾemjo	pɹemjʊ	praɪmɪʊm
prepaɾa	pʁepaʁe	prepaɾare	pɾepaɾaɾ	pɹepɐɾaɹ	praɪparaːrɛ
prepaɾatsje	pʁepaʁasjɔ̃	prepaɾatsione	pɾepaɾaθjon	pɹepɐɾɐsɐ̃ʊ̃	praɪparaːtɪoːnɛm
prepaɾator	pʁepaʁatœʁ	prepaɾatore	pɾepaɾaðoɾ	pɹepɐɾɐdoɹ	praɪparaːtoːrɛm
prepaɾatoɾiw	pʁepaʁatwaʁ	prepaɾatɔrio	pɾepaɾatoɾjo	pɹepɐɾɐtɔɾjɐ	praɪparaːtoːrɪʊm
prepozitsje	pʁepozisjɔ̃	prepozitsione	pɾeposiθjon	pɹepuzisɐ̃ʊ̃	praɪpɔsɪtɪoːnɛm
preputs	pʁepys	preputsio	pɾepuθjo	pɹepusjʊ	praɪpuːtɪʊm
preɾoɡativə	pʁeʁoɡativ	preroɡativa	pɾeroɣatiβa	pɹeʁuɡɐtivɐ	praɪrɔɡaːtiːwam
preskriptsje	pʁɛskʁipsjɔ̃	preskritsione	pɾeskɾipθjon	pɹeʃkɹisɐ̃ʊ̃	praɪskrɪptɪoːnɛm
preʃedinte	pʁezidɑ̃	prezidɛnte	pɾesiðɛnte	pɹezideɪŋtɨ	praɪsɪdɛntɛm
presjune	pʁɛsjɔ̃	pressione	pɾesjon	pɹɨsɐ̃ʊ̃	prɛssɪoːnɛm
prestididʒitator	pʁɛstidiʒitatœʁ	prestidʒatore	pɾestiðixitaðoɾ	pɹeʃtidiʒitɐdoɹ	praɪstɪɡɪatoːrɛm
prestidʒiu	pʁɛstiʒ	prestidʒo	pɾestixjo	pɹeʃtiʒjʊ	praɪstɪɡɪʊm
prets	pʁi	prɛtsso	pɾeθ	pɹesʊ	prɛtɪʊm
pretekst	pʁetɛkst	pretɛsto	pɾeteksto	pɹeteʃtʊ	praɪtɛkstʊm
pretsjos	pʁesjøz	pretsiozo	pɾeθjoso	pɹesiozʊ	prɛtɪoːsʊm
pretor	pʁetœʁ	pretore	pɾetoɾ	pɹɨtoɹ	praɪtoːrɛm
preventsje	pʁevɑ̃sjɔ̃	preventsione	pɾeβenθjon	pɹeveɪŋsɐ̃ʊ̃	praɪwɛntɪoːnɛm
prezbiteɾiw	pʁɛzbitɛʁ	prezbitɛrio	pɾesβiteɾjo	pɹeʒbitɛɾjʊ	prɛsbytɛrɪʊm
prezentsə	pʁezɑ̃s	prezɛntsa	pɾesɛnθja	pɹezeɪŋsɐ	praɪsɛntɪam
prezerva	pʁezɛʁve	prezervare	pɾeseɾβaɾ	pɹezɨɾəvaɹ	praɪsɛrwaːrɛ
prezidiw	pʁezidjɔm	prezidio	pɾesiðjo	pɹezidjʊ	praɪsɪdɪʊm
prezenta	pʁezɑ̃te	prezentare	pɾesentaɾ	ɐpɹɨzeɪŋtaɹ	praɪsɛntaːrɛ
prezumtsje	pʁezɔ̃psjɔ̃	prezuntione	pɾesunθjon	pɹezũŋsɐ̃ʊ̃	praɪsʊmptɪoːnɛm
prezumtsjos	pʁezɔ̃ptyø	prezuntsiozo	pɾesuntwoso	pɹezũŋsozʊ	praɪsʊmptʊoːsʊm
primar	pʁimɛʁ	primaio	pɾimaɾjo	pɹimeɪɾʊ	priːmaːrɪʊm
