ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	ANCESTOR
inghinal	inguinal	inguinale	inguinal	inguinal	inguinalem
ingredient	ingrédient	ingrediente	ingrediente	ingrediente	ingredientem
inhala	inhaler	inalare	inhalar	inalar	inhalare
inhalație	inhalation	inalazione	inhalación	inalação	inhalationem
inhalațiune	inhalation	inalazione	inhalación	inalação	inhalationem
inhiba	inhiber	inibire	inhibir	inibir	inhibere
inhibiție	inhibition	inibizione	inhibición	inibição	inhibitionem
inimă	âme	anima	alma	alma	animam
iniția	initier	iniziare	iniciar	iniciar	initiare
începe	commencer	cominciare	comenzar	começar	cominitiare
inițiator	initiateur	iniziatore	iniciador	iniciador	initiatorem
injustiție	injustice	ingiustizia	injusticia	injustiça	iniustitiam
inocent	innocent	innocente	inocente	inocente	innocentem
inocență	innocence	innocenza	inocencia	inocência	innocentiam
inocula	inoculer	inoculare	inocular	inocular	inoculare
inodor	inodore	inodore	inodoro	inodoro	inodorum
inova	innover	innovare	innovar	inovar	innovare
insațiabil	insatiable	insaziabile	insaciable	insaciável	insatiabilem
inscripție	inscription	iscrizione	inscripción	inscrição	inscriptionem
insectă	insecte	insetto	insecto	inseto	insectum
insensibil	insensible	insensibile	insensible	insensível	insensibilem
insidios	insidieux	insidioso	insidioso	insidioso	insidiosum
insipid	insipide	insipido	insípido	insípido	insipidum
insista	insister	insistere	insistir	insistir	insistere
insolent	insolent	insolente	insolente	insolente	insolentem
insolență	insolence	insolenza	insolencia	insolência	insolentiam
insolubil	insoluble	insolubile	insoluble	insolúvel	insolubilem
insomnie	insomnie	insonnia	insomnio	insônia	insomniam
inspecție	inspection	ispezione	inspección	inspeção	inspectionem
inspectoare	inspecteur	ispettore	inspector	inspetor	inspectorem
inspira	inspirer	ispirare	inspirar	inspirar	inspirare
inspirație	inspiration	ispirazione	inspiración	inspiração	inspirationem
instiga	instiguer	istigare	instigar	instigar	instigare
instigator	instigateur	istigatore	instigador	instigador	instigatorem
instinct	instinct	istinto	instinto	instinto	instinctum
institut	institut	istituto	instituto	instituto	institutum
instituție	institution	istituzione	institución	instituição	institutionem
instituțiune	institution	istituzione	institución	instituição	institutionem
instructor	instructeur	istruttore	instructor	instrutor	instructorem
instrument	instrument	instrumento	instrumento	instrumento	instrumentum
insuficient	insuffisant	insufficiente	insuficiente	insuficiente	insufficientem
insuficiență	insuffisance	insufficienza	insuficiencia	insuficiência	insufficientiam
insuflație	insufflation	insufflazione	insuflación	insuflação	insufflationem
insultă	insulte	insultare	insultar	insultar	insultare
insurecție	insurrection	insurrezione	insurrección	insurreição	insurrectionem
intact	intact	intatto	intacto	intacto	intactum
integral	integral	integrale	integral	integral	integralem
integritate	intégrité	integrità	integridad	integridade	integritatem
intelectual	intellectuel	intellettuale	intelectual	intelectual	intellectualem
intens	intense	intenso	intenso	intenso	intensum
între	entre	inter	entre	entre	inter
intercede	intercéder	intercedere	interceder	interceder	intercedere
intercesiune	intercession	intercessione	intercesión	intercessão	intercessionem
interdicțiune	interdiction	interdizione	interdicción	interdição	interdictionem
interes	interêt	interesse	interés	interesse	interesse
interior	intérieur	interiore	interior	interior	interiorem
interjecție	interjection	interiezione	interjección	interjeição	interiectionem
intermitent	intermittent	intermittente	intermitente	intermitente	intermittentem
intern	interne	interno	interno	interno	internum
interoga	interroger	interrogare	interrogar	interrogar	interrogare
interpela	interpeller	interpellare	interpelar	interpelar	interpellare
interpola	interpoler	interpolare	interpolar	interpolar	interpolare
interpolație	interpolation	interpolazione	interpolación	interpolação	interpolationem
interpolator	interpolateur	interpolatore	interpolador	interpolador	interpolatorem
interpoziție	interposition	interposizione	interposición	interposição	interpositionem
interpret	interprèt	intérprete	intérprete	intérprete	interpretem
interpreta	interpréter	interpretare	interpretar	interpretar	interpretare
interpune	interposer	interporre	interponer	interpor	interponere
interregn	interrègne	interregno	interregno	interregno	interregnum
intersecție	intersection	intersezione	intersección	interseção	intersectionem
interstițiu	interstice	interstizio	intersticio	interstício	interstitium
interval	intervalle	intervallo	intervalo	intervalo	intervallum
interveni	intervenir	intervenire	intervenir	intervir	intervenire
intestin	intestin	intestino	intestino	intestino	intestinum
intim	intime	intimo	íntimo	íntimo	intimum
intimă	intima	intima	íntima	íntima	intimam
întinge	teindre	tingere	teñir	tingir	tingere
întinde	entendre	intendere	entender	entender	intendere
intolerabil	intolérable	intollerabile	intolerable	intolerável	intolerabilem
intoleranță	intolérance	intolleranza	intolerancia	intolerância	intolerantiam
intranzitiv	intransitif	intransitivo	intransitivo	intransitivo	intransitivum
intrepid	intrépide	intrepido	intrépido	intrépido	intrepidum
intriga	intriguer	intricare	intricar	intrigar	intricare
intrinsec	intrinsèque	intrinseco	intrínseco	intrínseco	intrinsecum
introduce	introduire	introdurre	introducir	introduzir	introducere
intuiție	intuition	intuizione	intuición	intuição	intuitionem
inutil	inutile	inutile	inútil	inútil	inutilem
invada	envahir	invadere	embair	embair	invadere
învăța	envoisier	invezzare	avezar	vezar	invitiare
invazie	invasion	invasione	invasión	invasão	invasionem
invectivă	invective	invettivo	invectiva	invectiva	invectivam
inventar	inventaire	inventario	inventario	inventário	inventarium
invenție	invention	invenzione	invención	invenção	inventionem
inversiune	inversion	inversione	inversión	inversão	inversionem
inverti	invertir	invertire	invertir	inverter	invertere
investigator	investigateur	investigatore	investigador	investigador	investigatorem
invincibil	invincibile	invincibile	invencible	invencível	invincibilem
inviolabil	inviolable	inviolabile	inviolable	inviolável	inviolabilem
invizibil	invisible	invisibile	invisible	invisível	invisibilem
invizibilitate	invisibilité	invisibilità	invisibilidad	invisibilidade	invisibilitatem
invoca	invoquer	invocare	invocar	invocar	invocare
invocație	invocation	invocazione	invocación	invocação	invocationem
involucru	involucre	involucro	involucro	invólucro	involucrum
involuntar	involontaire	involontario	involuntario	involuntário	involuntarium
involuție	involution	involuzione	involución	involução	involutionem
invulnerabil	invulnérable	invulnerabile	invulnerable	invulnerável	invulnerabilem
ipocrit	hypocrisie	ipócrita	hipócrita	hipócrita	hypocritam
ipotenuză	hipoténuse	ipotenusa	hipotenusa	hipotenusa	hypotenusam
iradiație	irradiation	irradiazione	irradiación	irradiação	irradiationem
irațional	irrationnel	irrazionale	irracional	irracional	irrationalem
irecuzabil	irrécusable	irrecusabile	irrecusable	irrecusável	irrecusabilem
ireligios	irréligieux	irreligioso	irreligioso	irreligioso	irreligiosum
ireverență	irrévérence	irriverenza	irreverencia	irreverência	irreverentiam
iritabil	irritable	irritabile	irritable	irritável	irritabilem
iritabilitate	irritabilité	irritabilità	irritabilidad	irritabilidade	irritabilitatem
iritație	irritation	irritazione	irritación	irritação	irritationem
iritațiune	irritation	irritazione	irritación	irritação	irritationem
ironic	ironique	ironico	irónico	irônico	ironicum
ironie	ironie	ironia	ironía	ironia	ironiam
irupție	irruption	irruzione	irrupción	irrupção	irruptionem
irupțiune	irruption	irruzione	irrupción	irrupção	irruptionem
istm	isthme	istmo	istmo	istmo	isthmum
istoria	histoire	storia	historia	história	historiam
istoric	historique	storico	histórico	histórico	historicum
iță	lice	liccio	lizo	liço	licium
iterativ	itératif	iterativo	iterativo	iterativo	iterativum
juca	jouer	giocare	jugar	jogar	iocare
joc	jeu	giuoco	juego	jogo	iocum
jude	juge	giudice	juez	juiz	iudicem
judeca	juger	giudicare	juzgar	julgar	iudicare
jug	joug	giogo	yugo	jugo	iugum
jumătate	moitié	metà	mitad	metade	medietatem
june	jeune	giovine	joven	jovem	iuvenem
jur	girolle	giro	giro	giro	gȳrum
jura	jurer	giurare	jurar	jurar	iurare
înjura	injurier	ingiurare	injuriar	injuriar	iniuriare
jurisdicție	juridiction	giurisdizione	jurisdicción	jurisdição	iurisdictionem
justifica	justifier	giustificare	justificar	justificar	iustificare
justiția	justice	giustiziare	justicia	justiça	iustitiam
juvenil	juvénile	giovanile	juvenil	juvenil	iuvenilem
la	laver	lavare	allá	lavar	lavare
labil	labile	labile	lábil	lábil	labilem
labirint	labyrinthe	labirinto	laberinto	labirinto	labyrinthum
laborios	laborieux	laborioso	laborioso	laborioso	laboriosum
lac	lac	lago	lago	lago	lacum
lacerație	lacération	lacerazione	laceración	laceração	lacerationem
lactescent	lactescent	lattescente	lactescente	lactescente	lactescentem
locustă	locuste	locusta	locusta	locusta	locustam
lagună	lagune	laguna	laguna	lagoa	lacunam
lamă	lame	lamina	lamina	lâmina	laminam
lamentație	lamentation	lamentazione	lamentación	lamentação	lamentationem
lamentațiune	lamentation	lamentazione	lamentación	lamentação	lamentationem
lână	laine	lana	lana	lã	lanam
lance	lance	lancia	lanza	lança	lanceam
lapte	lait	latte	leche	leite	lactem
lăptucă	laitue	lattuga	lechuga	leituga	lactucam
larvă	larve	larva	larva	larva	larvam
lăsa	laisser	lasciare	dejar	deixar	laxare
lasciv	lascif	lascivo	lascivo	lascivo	lascivum
latent	latent	latente	latente	latente	latentem
lateral	latéral	laterale	lateral	lateral	lateralem
latinitate	latinité	latinità	latinidad	latinidade	latinitatem
latrină	latrine	latrina	letrina	latrina	latrinam
lauda	louer	lodare	loar	louvar	laudare
lecție	lecture	lezione	lección	lição	lectionem
lectură	lecture	lettura	lectura	leitura	lecturam
lega	lier	legare	liar	liar	ligare
legatar	légataire	legatario	legatario	legatário	legatarium
legație	légation	legazione	legación	legação	legationem
legendă	légende	leggenda	leyenda	lenda	legendam
legionar	légionnaire	legionario	legionario	legionário	legionarium
legislație	législation	legislazione	legislación	legislação	legislationem
legislator	législateur	legislatore	legislador	legislador	legislatorem
legitim	légitime	legittimo	legítimo	legítimo	legitimum
legiune	légion	legione	legión	legião	legionem
legumă	légume	legume	legumbre	legume	legumen
leu	lion	leone	león	leâo	leonem
lenticular	lenticulaire	lenticolare	lenticular	lenticular	lenticularem
leșie	lessive	liscivo	lejio	lixívio	lixivium
letal	létal	letale	letal	letal	letalem
letargic	léthargique	letargico	letárgico	letárgico	lethargicum
letargie	léthargie	letargia	letargia	letargia	lethargiam
leziune	lésion	lesione	lesión	lesão	laesionem
libație	libation	libagione	libación	libação	libationem
libațiune	libation	libagione	libación	libação	libationem
liberal	libéral	liberale	liberal	liberal	liberalem
libertate	liberté	libertà	libertad	liberdade	libertatem
libertin	libertin	libertino	libertino	libertino	libertinum
libid	libide	libido	libido	libido	libido
licență	licence	licenza	licencia	licença	licentiam
licențios	licencieux	licenzioso	licencioso	licencioso	licentiosum
lichid	liquide	liquido	líquido	líquido	liquidum
lichior	liqueur	liquore	licor	licor	liquorem
ligatură	ligature	legatura	ligadura	ligadura	ligaturam
lemn	legne	legno	leño	lenho	lignum
limbă	langue	lingua	lengua	língua	linguam
limbric	lombric	lombrico	lombriz	lombriga	lumbricum
limită	limite	limite	limite	limite	limitem
linte	lente	lente	lente	lente	lentem
livră	livre	libbra	libra	libra	libram
literal	littéral	letterale	literal	literal	litteralem
literar	littéraire	letterario	literario	literário	litterarium
literatură	littérature	letteratura	literatura	literatura	litteraturam
litigios	litigieux	litigioso	litigioso	litigioso	litigiosum
livid	livide	livido	lívido	lívido	lividum
libera	libérer	liberare	liberar	liberar	liberare
loc	lieu	luogo	luego	logo	locum
longevitate	longévité	longevità	longevidad	longevidade	longaevitatem
loțiune	lotion	lozione	loción	loção	lotionem
luci	luire	lucere	lucir	luzir	lucere
lucrativ	lucratif	lucrativo	lucrativo	lucrativo	lucrativum
lugubru	lugubre	lúgubre	lúgubre	lúgubre	lugubrem
lume	lumière	lume	lumbre	lume	lumen
lună	lune	luna	luna	lua	lunam
lunatic	lunatique	lunatico	lunático	lunático	lunaticum
lung	long	lungo	luengo	longo	longum
lup	loup	lupo	lobo	lobo	lupum
luptă	lutte	lotta	lucha	luta	luctam
lustrație	lustration	lustrazione	lustración	lustração	lustrationem
macera	macérer	macerare	macerar	macerar	macerare
macerație	macération	macerazione	maceración	maceração	macerationem
macerațiune	macération	macerazione	maceración	maceração	macerationem
macru	maigre	magro	magro	magro	macrum
măduvă	meolle	midollo	meollo	miolo	medullam
magie	magie	magia	magia	magia	magiam
magisteriu	magistère	magistero	magisterio	magistério	magisterium
magistral	magistral	magistrale	magistral	magistral	magistralem
magistrat	magistrat	magistrato	magistrado	magistrado	magistratum
magnetic	magnétique	magnetico	magnético	magnético	magneticum
magnific	magnifique	magnifico	magnífico	magnífico	magnificum
magnificență	magnificence	magnificenza	magnificencia	magnificência	magnificentiam
mai	mai	maggio	mayo	maio	maium
iulie	juillet	luglio	julio	julho	iulium
august	auguste	agosto	augusto	augusto	augustum
septembrie	septembre	settembre	septiembre	setembro	septembrem
octombrie	octobre	ottobre	octubre	outubro	octobrem
noiembrie	novembre	novembre	noviembre	novembro	novembrem
decembrie	décembre	dicembre	diciembre	dezembro	decembrem
ianuarie	janvier	gennaio	enero	janeiro	ianuarium
făurar	février	febbraio	febrero	fevereiro	februarium
marț	mars	marzo	marzo	março	martium
aprilie	avril	aprile	abril	abril	aprilem
iunie	juin	giugno	junio	junho	iunium
maiestate	majesté	maestà	majestad	majestade	maiestatem
major	majeur	maggiore	mayor	maior	maiorem
maleabil	malléable	malleabile	maleable	maleável	malleabilem
malefic	maléfique	malefico	maléfico	maléfico	maleficum
maleolă	malléole	malleolo	maléolo	maléolo	malleolum
malignitate	malignité	malignità	malignidad	malignidade	malignitatem
maliție	malice	malizia	malicia	malícia	malitiam
mamă	maman	mamma	mama	mama	mammam
mandat	mandat	mandato	mandato	mandato	mandatum
mandibulă	mandibule	mandibola	mandíbula	mandíbula	mandibulam
manevră	manoeuvre	manovra	maniobra	manobra	manuoperam
manivelă	manivelle	manovella	manivela	manivela	manubellam
manta	manteau	mantello	mantilla	mantilha	mantellum
mantisă	mantisse	mantissa	mantisa	mantissa	mantissam
manual	manuel	manuale	manual	manual	manualem
margine	marge	margine	margen	margem	marginem
mărinimie	magnanimité	magnanimità	magnanimidad	magnanimidade	magnanimitatem
mărinimos	magnanime	magnanimo	magnánimo	magnânimo	magnanimum
marin	marin	marino	marino	marino	marinum
maritim	maritime	marittimo	marítimo	marítimo	maritimum
marmeladă	marmelade	marmellata	membrillo	marmelada	melimelum
marmură	marbre	marmo	mármol	mármore	marmorem
marțial	martial	marziale	marcial	marcial	martialem
martir	martyr	martire	mártir	mártir	martyrem
martiriu	martyre	martirio	martirio	martírio	martyrium
mărunt	menu	minuto	menudo	miudo	minutum
mașinație	machination	macchinazione	maquinación	maquinação	machinationem
masticațiune	mastication	masticazione	masticación	mastigação	masticationem
matematic	mathématique	matematica	matemática	matemática	mathematicam
material	matériel	materiale	material	material	materialem
materie	matière	materia	madera	madeira	materiam
imaterial	immatériel	immateriale	inmaterial	imaterial	immaterialem
mamă	mère	madre	madre	mãe	matrem
mătrice	matrice	matrice	matriz	matriz	matricem
matrimonial	matrimonial	matrimoniale	matrimonial	matrimonial	matrimonialem
matroană	matrone	matrona	matrona	matrona	matronam
mausoleu	mausolée	mausoleo	mausoleo	mausoléu	mausoleum
măsea	mâchoire	mascella	mejilla	maxila	maxillam
maxim	maxim	massimo	máximo	máximo	maximum
maximă	maxime	massima	máxima	máxima	maximam
mecanic	mécanique	mecanico	mecánico	mecânico	mechanicum
mediastin	médiastin	mediastino	mediastino	mediastino	mediastinum
mediație	médiation	mediazione	mediación	mediação	mediationem
mediator	médiateur	mediatore	mediador	mediador	mediatorem
medic	meige	medico	médico	médico	medicum
medicație	médication	medicazione	medicación	medicação	medicationem
medicațiune	médication	medicazione	medicación	medicação	medicationem
medicină	médecine	medicina	medicina	medicina	medicinam
mediocritate	médiocrité	mediocrità	mediocridad	mediocridade	mediocritatem
mediocru	médiocre	mediocre	mediocre	medíocre	mediocrem
medita	méditer	meditare	meditar	meditar	meditari
meditație	méditation	meditazione	meditación	meditação	meditationem
medulo	médullo	midollo	médula	medula	medullam
meu	mon	mio	mío	meu	meum
mei	mil	miglio	mijo	milho	milium
melancolie	mélancolie	melancolia	melancolía	melancolia	melancholiam
membră	membre	membro	miembro	membro	membrum
membrană	membrane	membrana	membrana	membrana	membranam
memorabil	mémorable	memorabile	memorable	memorável	memorabilem
memorie	mémoire	memoria	memoria	memória	memoriam
imemorial	immémorial	immemorale	inmemorial	imemorial	immemoralem
memorial	mémorial	memoriale	memorial	memorial	memoralem
menstrual	menstruel	mestruale	menstrual	menstrual	menstrualem
mental	mental	mentale	mental	mental	mentalem
minut	minute	minuto	minuto	minuto	minutum
mercenar	mercenaire	mercenario	mercenario	mercenário	mercenarium
meridian	méridien	meridiano	meridiano	meridiano	meridianum
mierlă	merle	merlo	merlo	melro	merulam
mastica	mâcher	masticare	masticar	mascar	masticare
metaforă	métaphore	metafora	metáfora	metáfora	metaphoram
metalic	métallique	metallico	metálico	metálico	metallicum
mixt	mixte	misto	mesto	misto	mixtum
metod	méthode	metodo	método	método	methodum
metonimie	métonymie	metonimia	metonimia	metonímia	metonymiam
metropolitan	métropolitain	metropolitano	metropolitano	metropolitano	metropolitanum
miere	miel	miele	miel	mel	mel
migrațiune	migration	migrazione	migración	migração	migrationem
milenar	millénaire	millenario	milenario	milenar	millenarium
militar	militaire	militare	militar	militar	militarem
miliție	milice	milizia	milicia	milícia	militiam
mim	mime	mimo	mimo	mimo	mimum
mină	mine	mina	mina	mina	minam
minciună	mensonge	menzogna	mención	menção	mentionem
minți	mentir	mentire	mentir	mentir	mentiri
miniatură	miniature	miniatura	miniatura	miniatura	miniaturam
minim	minime	minimo	mínimo	mínimo	minimum
ministru	ministre	ministro	ministro	ministro	ministrum
miniu	minium	minio	minio	mínio	minium
minor	mineur	minore	menor	menor	minorem
mintă	menthe	menta	menta	menta	mentham
minte	ment	mente	mente	mente	mentem
minuscul	minuscule	minuscolo	minúsculo	minúsculo	minusculum
mira	mirer	mirare	mirar	mirar	mirari
admira	admirer	ammirare	admirar	admirar	admirari
miscelaneă	miscellanée	miscellanea	miscelánea	miscelânea	miscellaneam
misiune	mission	missione	misión	missão	missionem
mister	mystère	mistero	misterio	mistério	mysterium
mitologie	mythologie	mitologia	mitología	mitologia	mȳthologiam
mizerie	misère	miseria	miseria	miséria	miseriam
moale	mou	molle	muelle	molle	mollem
moară	meule	mola	muela	mó	molam
mort	mort	morto	muerto	morto	mortuum
moarte	mort	morte	muerte	morte	mortem
mobil	meuble	mobile	móvil	móvel	mobilem
mobilitate	mobilité	mobilità	movilidad	mobilidade	mobilitatem
mod	mode	modo	modo	modo	modum
moderație	modération	moderazione	moderación	moderação	moderationem
moderațiune	modération	moderazione	moderación	moderação	moderationem
modern	moderne	moderne	moderno	moderno	modernum
modest	modeste	modesto	modesto	modesto	modestum
modestie	modestie	modestia	modestia	modéstia	modestiam
modul	module	modulo	módulo	módulo	modulum
modifica	modifier	modificare	modificar	modificar	modificare
modulație	modulation	modulazione	modulación	modulação	modulationem
modulațiune	modulation	modulazione	modulación	modulação	modulationem
molesta	molester	molestare	molestar	molestar	molestare
molibden	molybdène	molibdeno	molibdeno	molibdênio	molybdaenum
moment	moment	momento	momento	momento	momentum
momentan	momentané	momentaneo	momentáneo	momentâneo	momentaneum
monah	moine	monaco	monge	monje	monachum
monahal	monacal	monacale	monacal	monacal	monachalem
monarh	monarque	monarca	monarca	monarca	monarchum
monarhie	monarchie	monarchia	monarquía	monarquia	monarchiam
monoclu	monocle	monocolo	monóculo	monóculo	monoculum
monogamie	monogamie	monogamia	monogamia	monogamia	monogamiam
monosilabă	monosyllabe	monosillabo	monosílabo	monossílabo	monosyllabum
monstru	monstre	mostro	monstruo	monstro	monstrum
monstruos	monstrueux	mostruoso	monstruoso	monstruoso	monstruosum
montan	montagne	montagna	montaña	montanha	montanum
monument	monument	monumento	monumento	monumento	monumentum
monumental	monumental	monumentale	monumental	monumental	monumentalem
morbid	morbide	morbido	mórbido	mórbido	morbidum
mortal	mortel	mortale	mortal	mortal	mortalem
mortificațiune	mortification	mortificazione	mortificación	mortificação	mortificationem
motor	moteur	motore	motor	motor	motorem
muc	mucus	moccio	moco	monco	mucum
muiere	moillier	moglie	mojar	molher	mulierem
mult	moult	molto	mucho	muito	multum
multiform	multiforme	multiforme	multiforme	multiforme	multiformem
multiplica	multiplier	moltiplicare	multiplicar	multiplicar	multiplicare
multiplicator	multiplicateur	moltiplicatore	multiplicador	multiplicador	multiplicatorem
multiplicitate	multiplicité	molteplicità	multiplicidad	multiplicidade	multiplicitatem
multiplu	multiple	multiple	múltiple	múltiple	multiplex
munte	mont	monte	monte	monte	montem
munte	montagne	montagna	montaña	montanha	montanum
mur	mûre	moro	moro	moro	morum
amur	amour	amore	amor	amor	amorem
mur	mur	muro	muro	muro	murum
maur	maure	moro	moro	mouro	maurum
maură	mourée	mora	mora	moura	mauram
murmura	murmurer	mormorare	murmurar	murmurar	murmurare
murmur	murmure	mormorio	murmúrio	murmurio	murmur
mușchi	mousc	muschio	musgo	musgo	muscum
muta	muter	mutare	mudar	mudar	mutare
mutabil	mutable	mutabile	mudable	mutável	mutabilem
mutabilitate	mutabilité	mutabilità	mutabilidad	mutabilidade	mutabilitatem
mutație	mutation	mutazione	mutación	mutação	mutationem
mutila	mutiler	mutilare	mutilar	mutilar	mutilare
mutism	mutisme	mutismo	mutismo	mutismo	mutismum
mut	muet	muto	mudo	mudo	mutum
muzeu	musée	museo	museo	museu	museum
muzică	musique	musica	música	música	musicam
naiadă	naïade	naiade	náyade	náiade	naiadem
nap	navet	napo	nabo	nabo	napum
nară	narine	narice	nariz	nariz	narem
nara	narrer	narrare	narrar	narrar	narrare
narator	narrateur	narratore	narrador	narrador	narratorem
nard	nard	nardo	nardo	nardo	nardum
naște	naître	nascere	nacer	nascer	nascere
nație	nation	nazione	nación	nação	nationem
nativ	natif	nativo	nativo	nativo	nativum
natural	naturel	naturale	natural	natural	naturalem
naturalitate	naturalité	naturalità	naturalidad	naturalidade	naturalitatem
naufragiu	naufrage	naufragio	naufragio	naufrágio	naufragium
nausea	nausée	nausea	náusea	náusea	nauseam
nautic	nautique	nautico	náutico	náutico	nauticum
naval	naval	navale	naval	naval	navalem
navigabil	navigable	navigabile	navegable	navegável	navigabilem
navigație	navigation	navigazione	navegación	navegação	navigationem
navigațiune	navigation	navigazione	navegación	navegação	navigationem
nea	noif	neve	nieve	neve	nivem
neagră	noir	nero	negro	negro	nigrum
nebulos	nebuleux	nebuloso	nebuloso	nebuloso	nebulosum
nebulozitate	nébulosité	nebulosità	nebulosidad	nebulosidade	nebulositatem
necesar	nécessaire	necessario	necesario	necessário	necessarium
necesitate	nécessité	necessità	necesidad	necessidade	necessitatem
nefritic	néphrétique	nefritico	nefrítico	nefrítico	nephriticum
neg	nevus	neo	nevus	nevo	naevum
negație	negation	negazione	negación	negação	negationem
negativ	negatif	negativo	negativo	negativo	negativum
negocia	négocier	negoziare	negociar	negociar	negotiari
negociator	négociateur	negoziatore	negociador	negociador	negotiatorem
nepoată	neveu	nipote	nebod	nepote	nepotem
neted	net	netto	nidio	nédio	nitidum
neutro	neutro	neutro	neutro	neutro	neutrum
niciun	neisune	nessuno	ninguno	ninguém	neipseunum
nihilism	nihilisme	nichilismo	nihilismo	niilismo	nihilismum
nisetru	esturgeon	storione	esturión	esturjão	sturionem
un	un	uno	uno	um	unum
nitro	nitro	nitro	nitro	nitro	nitrum
nitros	nitreux	nitroso	nitroso	nitroso	nitrosum
noapte	nuit	notte	noche	noite	noctem
noastră	notre	nostra	nuestro	nosso	nostrum
nobil	noble	nobile	noble	nobre	nobilem
nocturn	nocturne	notturno	nocturno	noturno	nocturnum
înnoda	noeuder	annodare	añudar	enodar	innodare
nomenclatură	nomenclature	nomenclatura	nomenclatura	nomenclatura	nomenclaturam
nominal	nominal	nominale	nominal	nominal	nominalem
nominativ	nominatif	nominativo	nominativo	nominativo	nominativum
nouălea	neuvième	nono	nono	nono	nonum
noră	nuere	noura	nuera	nora	nurum
normal	normal	normale	normal	normal	normalem
notar	notaire	notaio	notario	notário	notarium
notație	natation	notazione	notación	notação	notationem
notațiune	notation	notazione	notación	notação	notationem
notifica	notifier	notificare	notificar	notificar	notificare
noțiune	notion	nozione	noción	noção	notionem
notă	note	nota	nota	nota	notam
noutate	nouvelle	novità	novedad	novidade	novitatem
nu	non	no	no	nao	non
nubil	nubile	nubile	núbil	núbil	nubilem
nuc	noix	noce	nuez	noz	nucem
nucleol	nucléole	nucleolo	nucléolo	nucléolo	nucleolum
nucleu	nucléus	nucleo	núcleo	núcleo	nucleum
nud	nu	nudo	desnudo	nu	nudum
nul	nul	nullo	nulo	nulo	nullum
nume	nom	nome	nombre	nome	nominem
numeral	numeral	numerale	numeral	numeral	numeralem
nupțial	nuptial	nuziale	nupcial	nupcial	nuptialem
nutație	nutation	nutazione	nutación	nutação	nutationem
oameni	homme	uomo	hombre	homem	hominem
oară	heure	ora	hora	hora	horam
oaste	ost	oste	hueste	hoste	hostem
oază	oasis	oasi	oasis	oásis	oasis
obediență	obédience	obbedienza	obediencia	obediência	obedientiam
obelisc	obélisque	obelisco	obelisco	obelisco	obeliscum
obez	obèse	obeso	obeso	obeso	obesum
obezitate	obésité	obesità	obesidad	obesidade	obesitatem
oblic	oblique	obliquo	oblicuo	oblíquo	obliquum
oblicitate	oblicité	obliquità	oblicuidad	obliquidade	obliquitatem
obligatoriu	obligatoire	obbligatorio	obligatorio	obrigatório	obligatorium
oblong	oblong	oblungo	oblongo	oblongo	oblongum
obscen	obscene	osceno	obsceno	obsceno	obscenum
obscenitate	obscénité	oscenità	obscenidad	obscenidade	obscenitatem
obscuritate	obscurité	oscurità	oscuridad	obscuridade	obscuritatem
observabil	observable	osservabile	observable	observável	observabilem
observație	observation	osservazione	observación	observação	observationem
observațiune	observation	osservazione	observación	observação	observationem
observator	observateur	osservatore	observador	observador	observatorem
obsesie	obsession	ossessione	obsesión	obsessão	obsessionem
obsidian	obsidiane	ossidiana	obsidiana	obsidiana	obsidianam
obstacol	obstacle	obstacolo	obstáculo	obstáculo	obstaculum
obstrucție	obstruction	ostruzione	obstrucción	obstrução	obstructionem
obtura	obturer	otturare	obturar	obturar	obturare
obturație	obturation	otturazione	obturación	obturação	obturationem
ocean	océan	oceano	océano	oceano	oceanum
ochi	oeil	occhio	ojo	olho	oclum
ocru	ocre	ocra	ocre	ocre	ochram
octant	octant	ottante	octante	oitante	octantem
octogenar	octogénaire	ottuagenario	octogenario	octogenário	octogenarum
ocult	occulte	occulto	oculto	oculto	occultum
ocultație	occultation	occultazione	ocultación	ocultação	occultationem
ocupa	occuper	occupare	ocupar	ocupar	occupare
ocupație	occupation	occupazione	ocupación	ocupação	occupationem
odios	odieux	odioso	odioso	odioso	odiosum
odorifer	odoriférante	odorifero	odorífero	odorífero	odoriferum
ieli	huile	olio	óleo	óleo	oleum
oliv	olive	olíva	oliva	oliva	olivam
omisiune	omission	omissione	omisión	omissão	omissionem
omite	omettre	omettere	omitir	omitir	omittere
omnipotent	omnipotent	omnipotente	omnipotente	onipotente	omnipotentem
oneros	onéreux	oneroso	oneroso	oneroso	onerosum
onest	honnête	onesto	honesto	honesto	honestum
onora	honorer	onorare	honrar	honrar	honorare
opac	opaque	opaco	opaco	opaco	opacum
opacitate	opacité	opacità	opacidad	opacidade	opacitatem
opal	opale	ópalo	ópalo	opalo	opalum
operă	opera	opera	ópera	ópera	operam
operat	opérer	operare	operar	operar	operare
operație	opération	operazione	operación	operação	operationem
operațiune	opération	operazione	operación	operação	operationem
operatoare	opérateur	operatore	operador	operador	operatorem
opercul	opercule	opercolo	opérculo	opérculo	operculum
opinare	opiner	opinare	opinaré	opinare	opinari
opinie	opinion	opinione	opinión	opinião	opinionem
opiu	opium	oppio	opio	ópio	opium
oportun	opportun	opportuno	oportuno	oportuno	opportunum
opoziție	opposition	opposizione	oposición	oposição	oppositionem
opresiune	oppression	oppressione	opresión	opressão	oppressionem
