ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
martsjal	maʁsjal	martsjale	maɾθjal	mɐɾəsiɑl	martɪalɛm
martir	maʁtiʁ	martire	maɾtiɾ	maɾətiɹ	martyrɛm
martiɾiw	maʁtiʁ	martirio	maɾtiɾjo	mɐɾətiɾjʊ	martyrɪʊm
məɾunt	məny	minuto	menuðo	mjudʊ	mɪnutʊm
maʃinatsje	maʃinasjɔ̃	makkinatsione	makinaθjon	mɐkinɐsɐ̃ʊ̃	makʰɪnatɪonɛm
mastikatsjune	mastikasjɔ̃	mastikatsione	mastikaθjon	mɐʃtiɡɐsɐ̃ʊ̃	mastɪkatɪonɛm
matematik	matematik	matematika	matematika	mɐtɨmatikɐ	matʰematɪkam
mateɾjal	mateʁjɛl	materiale	mateɾjal	mɐtɨɾiɑl	matɛrɪalɛm
mateɾje	matjɛʁ	matɛria	maðeɾa	mɐdeɪɾɐ	matɛrɪam
imateɾjal	immateʁjɛl	immateriale	inmateɾjal	imɐteɾiɑl	ɪmmatɛrɪalɛm
mamə	mɛʁ	madre	maðɾe	mɐ̃j	matrɛm
mətritʃe	matʁis	matritʃe	matɾiθ	mɐtɹiʃ	matrikɛm
matrimonjal	matʁimonjal	matrimonjale	matɾimonjal	mɐtɹimuniɑl	matrɪmonɪalɛm
matrɔanə	matʁɔn	matrɔna	matɾona	mɐtɹonɐ	matronam
mawsolew	mozole	mauzolɛo	maʊsoleo	maʊzulɛʊ	maʊsoleʊm
məsea	maʃwaʁ	maʃɛlla	mexiʎa	mɐksilɐ	maksɪllam
maksim	maksim	massimo	maksimo	masimʊ	maksɪmʊm
maksimə	maksim	massima	maksima	masimɐ	maksɪmam
mekanik	mekanik	mekaniko	mekaniko	mekɐ̃nikʊ	mekʰanɪkʊm
medjastin	medjastɛ̃	medjastino	meðjastino	mediɐʃtinʊ	mɛdɪastinʊm
medjatsje	medjasjɔ̃	medjatsione	meðjaθjon	mediɐsɐ̃ʊ̃	mɛdɪatɪonɛm
medjator	medjatœʁ	medjatore	meðjaðoɾ	mediɐdoɹ	mɛdɪatorɛm
medik	mɛʒ	mɛdiko	meðiko	mɛdikʊ	mɛdɪkʊm
medikatsje	medikasjɔ̃	medikatsione	meðikaθjon	medikɐsɐ̃ʊ̃	mɛdɪkatɪonɛm
medikatsjune	medikasjɔ̃	medikatsione	meðikaθjon	medikɐsɐ̃ʊ̃	mɛdɪkatɪonɛm
meditʃinə	medəsin	meditʃina	meðiθina	medisinɐ	mɛdɪkinam
medjokritate	medjɔkʁite	mediokrita	meðjokɾiðad	mediukɹidadɨ	mɛdɪɔkrɪtatɛm
medjokru	medjɔkʁ	mediɔkre	meðjokɾe	mediukɹɨ	mɛdɪokrɛm
medita	medite	meditare	meðitaɾ	meditaɹ	mɛdɪtari
meditatsje	meditasjɔ̃	meditatsione	meðitaθjon	meditɐsɐ̃ʊ̃	mɛdɪtatɪonɛm
medulo	medylo	midollo	meðula	medulɐ	mɛdʊllam
meu	mɔ̃	mio	mio	meʊ	meʊm
mej	mil	miʎo	mixo	miʎʊ	mɪlɪʊm
melankolje	melɑ̃koli	melankɔlia	melankolia	melɐ̃ŋkuliɐ	mɛlaŋkʰɔlɪam
membrə	mɑ̃bʁ	mɛmbro	mjembɾo	meɪmbɹʊ	mɛmbrʊm
membranə	mɑ̃bʁan	membrana	membɾana	meɪmbɹɐ̃nɐ	mɛmbranam
memoɾabil	memoʁabl	memorabile	memoɾaβle	memuɾavɛl	mɛmɔrabɪlɛm
memoɾje	memwaʁ	memɔria	memoɾja	memɔɾjɐ	mɛmɔrɪam
imemoɾjal	immemoʁjal	immemorale	inmemoɾjal	imɨmuɾiɑl	ɪmmɛmɔralɛm
memoɾjal	memoʁjal	memoriale	memoɾjal	memuɾiɑl	mɛmɔralɛm
menstrwal	mɑ̃stʁyɛl	mestruale	menstɾual	meɪŋstɹuɑl	menstrʊalɛm
mental	mɑ̃tal	mentale	mental	meɪŋtɑl	mɛntalɛm
minut	minyt	minuto	minuto	minutʊ	mɪnutʊm
mertʃenar	mɛʁsənɛʁ	mertʃenario	meɾθenaɾjo	meɾəsɨnaɾjʊ	mɛrkenarɪʊm
meɾidjan	meʁidjɛ̃	meridjano	meɾiðjano	meɾidiɐ̃nʊ	mɛridɪanʊm
mjerlə	mɛʁl	mɛrlo	meɾlo	melʁʊ	mɛrʊlam
mastika	maʃe	mastikare	mastikaɾ	mɐʃkaɹ	mastɪkarɛ
metafoɾə	metafɔʁ	metafora	metafoɾa	metafuɾɐ	mɛtapʰɔram
metalik	metalik	metalliko	metaliko	metɑlikʊ	mɛtallɪkʊm
mikst	mikst	misto	mesto	miʃtʊ	mɪkstʊm
metod	metɔd	mɛtodo	metoðo	mɛtudʊ	mɛtʰɔdʊm
metonimje	metonimi	metonimia	metonimja	metunimjɐ	mɛtonymɪam
metropolitan	metʁopolitɛ̃	metropolitano	metɾopolitano	metɹupulitɐ̃nʊ	metrɔpɔlitanʊm
mjeɾe	mjɛl	mjɛle	mjel	mɛl	mɛl
miɡratsjune	miɡʁasjɔ̃	miɡratsione	miɣɾaθjon	miɡɹɐsɐ̃ʊ̃	mɪɡratɪonɛm
milenar	milenɛʁ	millenario	milenaɾjo	milɨnaɹ	millenarɪʊm
militar	militɛʁ	militare	militaɾ	militaɹ	milɪtarɛm
militsje	milis	militsia	miliθja	milisjɐ	milɪtɪam
mim	mim	mimo	mimo	mimʊ	mimʊm
minə	min	mina	mina	minɐ	mɪnam
mintʃunə	mɑ̃sɔ̃ʒ	mentsoɲɲa	menθjon	meɪŋsɐ̃ʊ̃	mɛntɪonɛm
mintsʲ	mɑ̃tiʁ	mentire	mentiɾ	meɪŋtiɹ	mɛntiri
minjatuɾə	minjatyʁ	minjatura	minjatuɾa	miniɐtuɾɐ	mɪnɪatʊram
minim	minim	minimo	minimo	minimʊ	mɪnɪmʊm
ministru	ministʁ	ministro	ministɾo	miniʃtɹʊ	mɪnɪstrʊm
miniw	minjɔm	minio	minjo	minjʊ	mɪnɪʊm
minor	minœʁ	minore	menoɾ	mɨnɔɹ	mɪnɔrɛm
mintə	mɑ̃t	menta	mɛnta	meɪŋtɐ	mɛntʰam
minte	mɑ̃	mente	mɛnte	meɪŋtɨ	mɛntɛm
minuskul	minyskyl	minuskolo	minuskulo	minuʃkulʊ	mɪnʊskʊlʊm
miɾa	miʁe	mirare	miɾaɾ	miɾaɹ	mirari
admiɾa	admiʁe	ammirare	admiɾaɾ	ɐdmiɾaɹ	admirari
mistʃelaneə	misɛlane	miʃellanea	misθelanea	misɨlɐ̃niɐ	mɪskɛllanɛam
misjune	misjɔ̃	missione	misjon	misɐ̃ʊ̃	mɪssɪonɛm
mister	mistɛʁ	mistɛro	misteɾjo	miʃtɛɾjʊ	mysterɪʊm
mitolodʒie	mitoloʒi	mitolodʒia	mitoloxia	mituluʒiɐ	mytʰɔlɔɡɪam
mizeɾje	mizɛʁ	mizɛria	miseɾja	mizɛɾjɐ	mɪsɛrɪam
mɔale	mu	mɔlle	mweʎe	molɨ	mɔllɛm
mɔaɾə	mœl	mɔla	mwela	mɔ	mɔlam
mort	mɔʁ	mɔrto	mweɾto	moɾətʊ	mɔrtʊʊm
mɔarte	mɔʁ	mɔrte	mweɾte	mɔɾətɨ	mɔrtɛm
mobil	møbl	mɔbile	moβil	mɔvɛl	mobɪlɛm
mobilitate	mobilite	mobilita	moβiliðad	mubilidadɨ	mobɪlɪtatɛm
mod	mɔd	mɔdo	moðo	mɔdʊ	mɔdʊm
modeɾatsje	modeʁasjɔ̃	moderatsione	moðeɾaθjon	mudɨɾɐsɐ̃ʊ̃	mɔdɛratɪonɛm
modeɾatsjune	modeʁasjɔ̃	moderatsione	moðeɾaθjon	mudɨɾɐsɐ̃ʊ̃	mɔdɛratɪonɛm
modern	modɛʁn	modɛrne	moðeɾno	mudɛɾənʊ	mɔdɛrnʊm
modest	modɛst	modɛsto	moðesto	mudɛʃtʊ	mɔdɛstʊm
modestje	modɛsti	modɛstia	moðestja	mudɛʃtjɐ	mɔdɛstɪam
modul	modyl	mɔdulo	moðulo	mɔdulʊ	mɔdʊlʊm
modifika	modifje	modifikare	moðifikaɾ	mudifikaɹ	mɔdɪfɪkarɛ
modulatsje	modylasjɔ̃	modulatsione	moðulaθjon	mudulɐsɐ̃ʊ̃	mɔdʊlatɪonɛm
modulatsjune	modylasjɔ̃	modulatsione	moðulaθjon	mudulɐsɐ̃ʊ̃	mɔdʊlatɪonɛm
molesta	molɛste	molestare	molestaɾ	mulɨʃtaɹ	mɔlɛstarɛ
molibden	molibdɛn	molibdɛno	molibðeno	mulibdenjʊ	mɔlybdaɪnʊm
moment	momɑ̃	momento	momɛnto	mumeɪŋtʊ	momɛntʊm
momentan	momɑ̃tane	momentaneo	momentaneo	mumeɪŋtɐ̃niʊ	momɛntanɛʊm
monah	mwan	mɔnako	moŋxe	moŋʒɨ	mɔnakʰʊm
monahal	monakal	monakale	monakal	munɐkɑl	mɔnakʰalɛm
monarh	monaʁk	monarka	monaɾka	munaɾəkɐ	mɔnarkʰʊm
monarhje	monaʁʃi	monarkia	monaɾkia	munɐɾəkiɐ	mɔnarkʰɪam
monoklu	monɔkl	monɔkolo	monokulo	munɔkulʊ	mɔnɔkʊlʊm
monoɡamje	monoɡami	monoɡamia	monoɣamja	munuɡɐmiɐ	mɔnɔɡamɪam
monosilabə	monozilab	monozillabo	monosilaβo	munusilɐbʊ	mɔnɔsyllabʊm
monstru	mɔ̃stʁ	mostro	monstɾuo	moŋstɹʊ	monstrʊm
monstrwos	mɔ̃stʁyø	mostruozo	monstɾuoso	muŋstɹuozʊ	mɔnstrʊosʊm
montan	mɔ̃taɲ	montaɲɲa	montaɲa	muŋtɐ̃ɲɐ	mɔntanʊm
monument	monymɑ̃	monumento	monumɛnto	munumeɪŋtʊ	mɔnʊmɛntʊm
monumental	monymɑ̃tal	monumentale	monumental	munumeɪŋtɑl	mɔnʊmɛntalɛm
morbid	mɔʁbid	mɔrbido	moɾβiðo	mɔɾəbidʊ	mɔrbɪdʊm
mortal	mɔʁtɛl	mortale	moɾtal	muɾətɑl	mɔrtalɛm
mortifikatsjune	mɔʁtifikasjɔ̃	mortifikatsione	moɾtifikaθjon	muɾətifikɐsɐ̃ʊ̃	mɔrtɪfɪkatɪonɛm
motor	motœʁ	motore	motoɾ	mutoɹ	motorɛm
muk	mykys	motʃʃo	moko	moŋkʊ	mukʊm
mwieɾe	mwalje	moʎe	moxaɾ	muʎeɹ	mʊlɪɛrɛm
mult	mult	molto	mutʃo	mwiŋtʊ	mʊltʊm
multiform	myltifɔʁm	multiforme	multifoɾme	muwtifɔɾəmɨ	mʊltɪformɛm
multiplika	myltiplie	moltiplikare	multiplikaɾ	muwtiplikaɹ	mʊltɪplɪkarɛ
multiplikator	myltiplikatœʁ	moltiplikatore	multiplikaðoɾ	muwtiplikɐdoɹ	mʊltɪplɪkatorɛm
multiplitʃitate	myltiplisite	molteplitʃita	multipliθiðad	muwtiplisidadɨ	mʊltɪplɪkɪtatɛm
multiplu	myltipl	multiple	multiple	multiplɨ	mʊltɪplɛks
munte	mɔ̃	monte	monte	moŋtɨ	mɔntɛm
munte	mɔ̃taɲ	montaɲɲa	montaɲa	muŋtɐ̃ɲɐ	mɔntanʊm
mur	myʁ	mɔro	moɾo	mɔɾʊ	morʊm
amur	amuʁ	amore	amoɾ	ɐmoɹ	amorɛm
mur	myʁ	muro	muɾo	muɾʊ	murʊm
maur	mɔʁ	mɔro	moɾo	mowɾʊ	maʊrʊm
mauɾə	muʁe	mɔra	moɾa	mowɾɐ	maʊram
murmuɾa	myʁmyʁe	mormorare	muɾmuɾaɾ	muɾəmuɾaɹ	mʊrmʊrarɛ
murmur	myʁmyʁ	mormorio	muɾmuɾjo	muɾəmuɾiʊ	mʊrmʊr
muʃkʲ	musk	muskio	musɣo	muʒɡʊ	muskʊm
muta	myte	mutare	muðaɾ	mudaɹ	mutarɛ
mutabil	mytabl	mutabile	muðaβle	mutavɛl	mutabɪlɛm
mutabilitate	mytabilite	mutabilita	mutaβiliðad	mutɐbilidadɨ	mutabɪlɪtatɛm
mutatsje	mytasjɔ̃	mutatsione	mutaθjon	mutɐsɐ̃ʊ̃	mutatɪonɛm
mutila	mytile	mutilare	mutilaɾ	mutilaɹ	mʊtɪlarɛ
mutism	mytism	mutizmo	mutismo	mutiʒmʊ	mutɪsmʊm
mut	myɛ	muto	muðo	mudʊ	mutʊm
muzew	myze	muzɛo	museo	muzeʊ	museʊm
muzikə	myzik	muzika	musika	muzikɐ	musɪkam
najadə	najad	najade	najaðe	naɪɐdɨ	najadɛm
nap	navɛ	napo	naβo	nabʊ	napʊm
naɾə	naʁin	naritʃe	naɾiθ	nɐɾiʃ	narɛm
naɾa	naʁe	narrare	naraɾ	nɐʁaɹ	narrarɛ
naɾator	naʁatœʁ	narratore	naraðoɾ	nɐʁɐdoɹ	narratorɛm
nard	naʁ	nardo	naɾðo	naɾədʊ	nardʊm
naʃte	nɛtʁ	naʃere	naθeɾ	nɐseɹ	naskerɛ
natsje	nasjɔ̃	natsione	naθjon	nɐsɐ̃ʊ̃	natɪonɛm
nativ	natif	nativo	natiβo	nɐtivʊ	natiwʊm
natuɾal	natyʁɛl	naturale	natuɾal	nɐtuɾɑl	naturalɛm
natuɾalitate	natyʁalite	naturalita	natuɾaliðad	nɐtuɾɐlidadɨ	naturalɪtatɛm
nawfradʒiu	nofʁaʒ	naufradʒo	naʊfɾaxjo	naʊfɹaʒjʊ	naʊfraɡɪʊm
nawsea	noze	nauzea	nausea	naʊziɐ	naʊsɛam
nawtik	notik	nautiko	nautiko	naʊtikʊ	naʊtɪkʊm
naval	naval	navale	naβal	nɐvɑl	nawalɛm
naviɡabil	naviɡabl	naviɡabile	naβeɣaβle	nɐvɨɡavɛl	nawɪɡabɪlɛm
naviɡatsje	naviɡasjɔ̃	naviɡatsione	naβeɣaθjon	nɐvɨɡɐsɐ̃ʊ̃	nawɪɡatɪonɛm
naviɡatsjune	naviɡasjɔ̃	naviɡatsione	naβeɣaθjon	nɐvɨɡɐsɐ̃ʊ̃	nawɪɡatɪonɛm
nea	nwaf	neve	njeβe	nɛvɨ	nɪwɛm
neaɡrə	nwaʁ	nero	neɣɾo	neɡɹʊ	nɪɡrʊm
nebulos	nəbylø	nebulozo	neβuloso	nebulozʊ	nɛbʊlosʊm
nebulozitate	nebylozite	nebulozita	neβulosiðad	nebuluzidadɨ	nɛbʊlosɪtatɛm
netʃesar	nesɛsɛʁ	netʃessario	neθesaɾjo	nesɨsaɾjʊ	nɛkɛssarɪʊm
netʃesitate	nesɛsite	netʃessita	neθesiðad	nesɨsidadɨ	nɛkɛssɪtatɛm
nefritik	nefʁetik	nefritiko	nefɾitiko	nefɹitikʊ	nɛpʰrɪtɪkʊm
neɡ	nəvy	nɛo	neβus	nɛvʊ	naɪwʊm
neɡatsje	nəɡasjɔ̃	neɡatsione	neɣaθjon	neɡɐsɐ̃ʊ̃	nɛɡatɪonɛm
neɡativ	nəɡatif	neɡativo	neɣatiβo	neɡɐtivʊ	nɛɡatiwʊm
neɡotʃia	neɡosje	neɡotsjare	neɣoθjaɾ	neɡusiaɹ	nɛɡotɪari
neɡotʃjator	neɡosjatœʁ	neɡotsjatore	neɣoθjaðoɾ	neɡusiɐdoɹ	nɛɡotɪatorɛm
nepɔatə	nəvø	nipote	neβod	nepɔtɨ	nɛpotɛm
neted	nɛt	netto	niðjo	nɛdjʊ	nɪtɪdʊm
neutro	nøtʁo	nɛutro	neʊtɾo	neʊtɹʊ	nɛʊtrʊm
nitʃun	nɛzyn	nessuno	niŋɡuno	niŋɡweɪŋ	neɪpsɛunʊm
nihilism	njilism	nikilizmo	niilismo	njiliʒmʊ	nɪhɪlɪsmʊm
nisetru	ɛstyʁʒɔ̃	storione	estuɾjon	ʃtuɾəʒɐ̃ʊ̃	stʊrɪonɛm
un	œ̃	uno	uno	ũŋ	unʊm
nitro	nitʁo	nitro	nitɾo	nitɹʊ	nɪtrʊm
nitros	nitʁø	nitrozo	nitɾoso	nitɹozʊ	nɪtrosʊm
nɔapte	nyi	nɔtte	notʃe	noɪtɨ	nɔktɛm
nɔastrə	notʁ	nɔstra	nwestɾo	nɔsʊ	nɔstrʊm
nobil	nɔbl	nɔbile	noβle	nɔbɹɨ	nobɪlɛm
nokturn	nɔktyʁn	notturno	noktuɾno	nutuɾənʊ	nɔktʊrnʊm
ɨnnoda	nøe	annodare	aɲuðaɾ	enudaɹ	ɪnnodarɛ
nomenklatuɾə	nomɑ̃klatyʁ	nomenklatura	nomenklatuɾa	numeɪŋklɐtuɾɐ	nomɛŋklaturam
nominal	nominal	nominale	nominal	numinɑl	nomɪnalɛm
nominativ	nominatif	nominativo	nominatiβo	numinɐtivʊ	nomɪnatiwʊm
nouəlea	nøvjɛm	nono	nono	nonʊ	nonʊm
noɾə	nyʁ	noura	nweɾa	nɔɾɐ	nʊrʊm
normal	nɔʁmal	normale	noɾmal	nuɾəmɑl	nɔrmalɛm
notar	notɛʁ	notaio	notaɾjo	nutaɾjʊ	nɔtarɪʊm
notatsje	natasjɔ̃	notatsione	notaθjon	nutɐsɐ̃ʊ̃	nɔtatɪonɛm
notatsjune	notasjɔ̃	notatsione	notaθjon	nutɐsɐ̃ʊ̃	nɔtatɪonɛm
notifika	notifje	notifikare	notifikaɾ	nutifikaɹ	nɔtɪfɪkarɛ
notsjune	nosjɔ̃	notsione	noθjon	nusɐ̃ʊ̃	notɪonɛm
notə	nɔt	nɔta	nota	nɔtɐ	notam
nowtate	nuvɛl	novita	noβeðad	nuvidadɨ	nɔwɪtatɛm
nu	nɔ̃	nɔ	no	naʊ	non
nubil	nybil	nubile	nuβil	nubil	nubɪlɛm
nuk	nwa	notʃe	nweθ	nɔʃ	nʊkɛm
nukleol	nykleɔl	nuklɛolo	nukleolo	nuklɛɔlʊ	nuklɛɔlʊm
nuklew	nykley	nukleo	nukleo	nukliʊ	nuklɛʊm
nud	ny	nudo	desnuðo	nu	nudʊm
nul	nyl	nullo	nulo	nulʊ	nullʊm
nume	nɔ̃	nome	nombɾe	nomɨ	nomɪnɛm
numeɾal	nymʁal	numerale	numeɾal	numɨɾɑl	nʊmɛralɛm
nuptsjal	nypsjal	nutsjale	nupθjal	nupsiɑl	nʊptɪalɛm
nutatsje	nytasjɔ̃	nutatsione	nutaθjon	nutɐsɐ̃ʊ̃	nutatɪonɛm
ɔamenʲ	ɔm	wɔmo	ombɾe	omeɪŋ	hɔmɪnɛm
ɔaɾə	œʁ	ora	oɾa	ɔɾɐ	horam
ɔaste	ɔst	ɔste	weste	ɔʃtɨ	hɔstɛm
ɔazə	oazis	oazi	oasis	uaziʃ	ɔasɪs
obedjentsə	obedjɑ̃s	obbedjɛntsa	oβeðjɛnθja	ɔbɨdjeɪŋsjɐ	ɔbedɪɛntɪam
obelisk	obelisk	obelisko	oβelisko	ɔbɨliʃkʊ	ɔbɛlɪskʊm
obez	obɛz	obɛzo	oβeso	ɔbezʊ	ɔbesʊm
obezitate	obezite	obezita	oβesiðad	ɔbɨzidadɨ	ɔbesɪtatɛm
oblik	ɔblik	oblikwo	oβlikwo	ɔblikwʊ	ɔblikwʊm
oblitʃitate	ɔblisite	oblikwita	oβlikwiðad	ɔblikwidadɨ	ɔblikwɪtatɛm
obliɡatoɾiw	ɔbliɡatwaʁ	obbliɡatɔrio	oβliɣatoɾjo	ɔbɹiɡɐtɔɾjʊ	ɔblɪɡatorɪʊm
obloŋɡ	ɔblɔ̃ɡ	obluŋɡo	oβloŋɡo	ɔbloŋɡʊ	ɔblɔŋɡʊm
obstʃen	ɔbsn	oʃɛno	oβsθeno	ɔbsenʊ	ɔbskenʊm
obstʃenitate	ɔbsenite	oʃenita	oβsθeniðad	ɔbsɨnidadɨ	ɔbskenɪtatɛm
obskuɾitate	ɔbskyʁite	oskurita	oskuɾiðad	ɔbskuɾidadɨ	ɔbskurɪtatɛm
observabil	ɔbsɛʁvabl	osservabile	oβseɾβaβle	ɔbsɨɾəvavɛl	ɔbsɛrwabɪlɛm
observatsje	ɔbsɛʁvasjɔ̃	osservatsione	oβseɾβaθjon	ɔbsɨɾəvɐsɐ̃ʊ̃	ɔbsɛrwatɪonɛm
observatsjune	ɔbsɛʁvasjɔ̃	osservatsione	oβseɾβaθjon	ɔbsɨɾəvɐsɐ̃ʊ̃	ɔbsɛrwatɪonɛm
observator	ɔbsɛʁvatœʁ	osservatore	oβseɾβaðoɾ	ɔbsɨɾəvɐdoɹ	ɔbsɛrwatorɛm
obsesje	ɔbsɛsjɔ̃	ossessione	oβsesjon	ɔbsɨsɐ̃ʊ̃	ɔbsɛssɪonɛm
obsidjan	ɔbsidjan	ossidjana	oβsiðjana	ɔbsidiɐ̃nɐ	ɔbsɪdɪanam
obstakol	ɔbstakl	obstakolo	oβstakulo	ɔbstakulʊ	ɔbstakʊlʊm
obstruktsie	ɔbstʁyksjɔ̃	ostrutsione	oβstɾukθjon	ɔbstɹusɐ̃ʊ̃	ɔbstrʊktɪonɛm
obtuɾa	ɔbtyʁe	otturare	obtuɾaɾ	ɔbtuɾaɹ	ɔbturarɛ
obtuɾatsje	ɔbtyʁasjɔ̃	otturatsione	obtuɾaθjon	ɔbtuɾɐsɐ̃ʊ̃	ɔbturatɪonɛm
otʃean	oseɑ̃	otʃɛano	oθeano	ɔsiɐ̃nʊ	okɛanʊm
okʲ	œj	ɔkkio	oxo	ɔʎʊ	ɔkʊlʊm
okru	ɔkʁ	ɔkra	okɾe	ɔkɹɨ	ɔkʰram
oktant	ɔktɑ̃	ottante	oktante	oɪtɐ̃ŋtɨ	ɔktantɛm
oktodʒenar	ɔktoʒenɛʁ	ottuadʒenario	oktoxenaɾjo	ɔtuʒɨnaɾjʊ	ɔktoɡenarʊm
okult	ɔkylt	okkulto	okulto	ɔkuwtʊ	ɔkkʊltʊm
okultatsje	ɔkyltasjɔ̃	okkultatsione	okultaθjon	ɔkuwtɐsɐ̃ʊ̃	ɔkkʊltatɪonɛm
okupa	ɔkype	okkupare	okupaɾ	ɔkupaɹ	ɔkkʊparɛ
okupatsje	ɔkypasjɔ̃	okkupatsione	okupaθjon	ɔkupɐsɐ̃ʊ̃	ɔkkʊpatɪonɛm
odjos	odjø	odiozo	oðjoso	ɔdiozʊ	ɔdɪosʊm
odoɾifer	odoʁifeʁɑ̃t	odorifero	oðoɾifeɾo	ɔduɾifɨɾʊ	ɔdorɪfɛrʊm
jelʲ	yil	ɔlio	oleo	ɔliʊ	ɔlɛʊm
oliv	oliv	oliva	oliβa	ɔlivɐ	ɔliwam
omisjune	omisjɔ̃	omissione	omisjon	ɔmisɐ̃ʊ̃	ɔmɪssɪonɛm
omite	omɛtʁ	omettere	omitiɾ	ɔmitiɹ	ɔmɪtterɛ
omnipotent	ɔmnipot	omnipotɛnte	omnipotɛnte	ɔniputeɪŋtɨ	ɔmnɪpɔtɛntɛm
oneɾos	oneʁø	onerozo	oneɾoso	ɔnɨɾozʊ	ɔnɛrosʊm
onest	ɔnɛt	onɛsto	onesto	unɛʃtʊ	hɔnɛstʊm
onoɾa	onoʁe	onorare	onraɾ	uŋʁaɹ	hɔnorarɛ
opak	opak	opako	opako	ɔpakʊ	ɔpakʊm
opatʃitate	opasite	opatʃita	opaθiðad	ɔpɐsidadɨ	ɔpakɪtatɛm
opal	opal	opalo	opalo	ɔpalʊ	ɔpalʊm
opeɾə	opʁa	opera	opeɾa	ɔpɨɾɐ	ɔpɛram
opeɾat	opeʁe	operare	opeɾaɾ	ɔpɨɾaɹ	ɔpɛrarɛ
opeɾatsje	opeʁasjɔ̃	operatsione	opeɾaθjon	ɔpɨɾɐsɐ̃ʊ̃	ɔpɛratɪonɛm
opeɾatsjune	opeʁasjɔ̃	operatsione	opeɾaθjon	ɔpɨɾɐsɐ̃ʊ̃	ɔpɛratɪonɛm
opeɾatɔaɾe	opeʁatœʁ	operatore	opeɾaðoɾ	ɔpɨɾɐdoɹ	ɔpɛratorɛm
operkul	opɛʁkyl	opɛrkolo	opeɾkulo	ɔpɛɾəkulʊ	ɔpɛrkʊlʊm
opinaɾe	opine	opinare	opinaɾe	ɔpinaɾɨ	ɔpinari
opinje	opinjɔ̃	opinione	opinjon	ɔpiniɐ̃ʊ̃	ɔpinɪonɛm
opiw	opjɔm	ɔppio	opjo	ɔpjʊ	ɔpɪʊm
oportun	ɔpɔʁtœ̃	opportuno	opoɾtuno	ɔpuɾətunʊ	ɔppɔrtunʊm
opozitsje	ɔpozisjɔ̃	oppozitsione	oposiθjon	ɔpuzisɐ̃ʊ̃	ɔppɔsɪtɪonɛm
opresjune	ɔpʁɛsjɔ̃	oppressione	opɾesjon	ɔpɹɨsɐ̃ʊ̃	ɔpprɛssɪonɛm
oprima	ɔpʁime	opprimere	opɾimiɾ	ɔpɹimiɹ	ɔpprɪmerɛ
opt	yit	ɔtto	otʃo	oɪtʊ	ɔkto
optaɾe	ɔpte	optare	opptaɾ	ɔptaɹ	ɔptarɛ
optativ	ɔptatif	ottativo	opptatiβo	ɔptɐtivʊ	ɔptatiwʊm
optim	ɔptim	ottimo	opptimo	ɔtimʊ	ɔptɪmʊm
optsjune	ɔpsjɔ̃	optsione	opθjon	ɔpsɐ̃ʊ̃	ɔptɪonɛm
orə	œʁ	ora	oɾa	ɔɾɐ	horam
oɾakol	oʁakl	orakolo	oɾakulo	ɔɾakulʊ	orakʊlʊm
oɾal	oʁal	orale	oɾal	ɔɾɑl	ɔralɛm
oɾatoɾiw	oʁatwaʁ	oratɔrio	oɾatoɾjo	ɔɾɐtɔɾjʊ	oratorɪʊm
orbikular	ɔʁbikylɛʁ	orbikolare	oɾβikulaɾ	ɔɾəbikulaɹ	ɔrbɪkʊlarɛm
orbitə	ɔʁbit	ɔrbita	oɾβita	ɔɾəbitɐ	ɔrbɪtam
ordin	ɔʁdʁ	ɔrdine	oɾðen	ɔɾədeɪŋ	ordɪnɛm
ordona	ɔʁdɔne	ordinare	oɾðenaɾ	ɔɾədɨnaɹ	ordɪnarɛ
ordinal	ɔʁdinal	ordinale	oɾðinal	ɔɾədinɑl	ɔrdɪnalɛm
oɾez	ʁi	rizo	aroθ	ɐʁoʃ	ɔryzam
orfan	ɔʁfən	ɔrfano	weɾfano	ɔɾəfɐʊ	ɔrfanʊm
orɡə	ɔʁɡ	ɔrɡano	oɾɣano	ɔɾəɡɐ̃ʊ̃	ɔrɡanʊm
orɡanik	ɔʁɡanik	orɡaniko	oɾɣaniko	ɔɾəɡɐ̃nikʊ	ɔrɡanɪkʊm
ordʒie	ɔʁʒi	ɔrdʒa	oɾxia	ɔɾəʒiɐ	ɔrɡɪam
oɾibil	oʁibl	orribile	oriβle	uʁivɛl	hɔrrɪbɪlɛm
oɾidʒinal	oʁiʒinal	oridʒinale	oɾixinal	ɔɾiʒinɑl	ɔriɡɪnalɛm
ornament	ɔʁnəmɑ̃	ornamento	oɾnamɛnto	ɔɾənɐmeɪŋtʊ	ɔrnamɛntʊm
oɾɔaɾe	oʁœʁ	orrore	oroɾ	uʁoɹ	hɔrrorɛm
oɾolodʒiu	ɔʁlɔʒ	orolodʒo	relox	ʁelɔʒjʊ	horɔlɔɡɪʊm
ortodoksje	ɔʁtodoksi	ortodossia	oɾtoðoksja	ɔɾətuduksiɐ	ɔrtʰɔdɔksɪam
ortoɡrafie	ɔʁtɔɡʁafi	ortoɡrafia	oɾtoɣɾafia	ɔɾətuɡɹɐfiɐ	ɔrtʰɔɡrapʰɪa
os	ø	ɔsso	weso	osʊ	ɔssʊm
osana	ozana	ozanna	osanna	uzɐ̃nɐ	hosanna
