ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	ANCESTOR
proconsul	proconsul	proconsole	procónsul	procônsul	procōnsulem
proconsular	proconsulaire	proconsolare	proconsular	proconsular	prōcōnsulārem
procrea	procréer	procreare	procrear	procriar	prōcreāre
procreație	procréation	procreazione	procreación	procriação	prōcreātiōnem
procreațiune	procréation	procreazione	procreación	procriação	prōcreātiōnem
procurator	procurateur	procuratore	procurador	procurador	prōcūrātorem
prodig	prodigue	prodigo	pródigo	pródigo	prōdigum
produce	produire	produrre	producir	produzir	prōdūcere
profan	profane	profano	profano	profano	profānum
profana	profaner	profanare	profanar	profanar	profānāre
profesiune	profession	professione	profesión	profissão	professiōnem
profesoară	professeur	professore	profesor	professor	professōrem
profet	prophète	profeta	profeta	profeta	prophētam
profund	profond	profondo	profundo	profundo	profundum
profuziune	profusion	profusione	profusión	profusão	profūsiōnem
progenitor	progéniteur	progenitore	progenitor	progenitor	prōgenitōrem
program	programme	programma	programa	programa	programma
progres	progrès	progreso	progreso	progresso	prōgressum
progresie	progression	progressione	progresión	progressão	prōgressiōnem
proiect	projet	progetto	proyecto	projeto	prōiectum
proiecție	projection	proiezione	proyección	projeção	prōiectiōnem
proiectil	projectil	proiettile	proyectil	projétil	prōiectīlem
prolaps	prolapsus	prolasso	prolapso	prolapso	prolapsum
prolix	prolixe	prolisso	prolijo	prolixo	prōlixum
promiscuu	promiscue	promiscuo	promiscuo	promíscuo	prōmiscuum
promontoriu	promontoire	promontorio	promontorio	promontório	prōmontorium
promotoare	promoteur	promotore	promotor	promotor	prōmōtōrem
promova	promouvoir	promuovere	promover	promover	prōmōvēre
promulga	promulguer	promulgare	promulgar	promulgar	prōmulgāre
pronominal	pronominal	pronominale	pronominal	pronominal	prōnōminālem
pronostic	pronostic	prognostico	pronóstico	prognóstico	prognosticum
pronume	pronom	pronome	pronombre	pronome	prōnōmen
pronunț	prononcer	pronunziare	pronunciar	pronunciar	prōnūntiāre
propaga	propager	propagare	propagar	propagar	prōpāgāre
propagandă	propagande	propaganda	propaganda	propaganda	prōpāganda
propensiune	propension	propensione	propensión	propensão	prōpensiōnem
propice	propice	propízio	propicio	propício	propitium
proporție	proportion	proporzione	proporción	proporção	prōportiōnem
proporțional	proportionnel	proporzionale	proporcional	proporcional	prōportiōnālem
proporționalitate	proportionnalité	proporzionalità	proporcionalidad	proporcionalidade	prōportiōnalitātem
proporțiune	proportion	proporzione	proporción	proporção	prōportiōnem
proprietar	propriétaire	proprietario	propietario	proprietário	proprietārium
propune	proposer	proporre	proponer	propor	prōpōnēre
proscrie	proscrire	proscrivere	proscribir	proscrever	prōscrībēre
prospect	prospectus	prospetto	prospecto	prospecto	prospectum
prosperitate	prospérité	prosperità	prosperidad	prosperidade	prosperitātem
prostituată	prostituée	prostituta	prostituta	prostituta	prōstitutam
prostituție	prostitution	prostituzione	prostitución	prostituição	prōstitūtiōnem
protecție	protection	protezione	protección	proteção	prōtectiōnem
protector	protecteur	protettore	protector	protetor	prōtectōrem
proteja	protéger	proteggere	proteger	proteger	prōtegēre
protocol	protocole	protocollo	protocolo	protocolo	prōtocollum
protuberanță	protubérance	protuberanza	protuberancia	protuberância	prōtubērantiam
proverb	proverbe	proverbio	proverbio	provérbio	prōverbium
proverbial	proverbial	proverbiale	proverbial	proverbial	prōverbiālem
providență	providence	provvidenza	providencia	providência	prōvidentiam
provincial	provincial	provinciale	provincial	provincial	prōvinciālem
provincie	province	provincia	provincia	província	prōvinciam
provocație	provocation	provocazione	provocación	provocação	prōvocātiōnem
proză	prose	prosa	prosa	prosa	prōsam
prozaic	prosaïque	prosaico	prosaico	prosaico	prōsaicum
prudent	prudent	prudente	prudente	prudente	prudentem
prurit	prurit	prurito	prurito	prurido	prūrītum
psalm	psaume	salmo	salmo	salmo	psalmum
psalmist	psalmiste	salmista	salmista	salmista	psalmistam
pubertate	puberté	pubertà	pubertad	puberdade	pūbertātem
pubis	pubis	pube	pubis	púbis	pūbes
publica	publiquer	pubblicare	públicar	públicar	pūblicāre
publican	publicain	pubblicano	publicano	publicano	pūblicānum
publicație	publication	pubblicazione	publicación	publicação	pūblicātiōnem
pune	pondre	porre	poner	pôr	pōnere
pulbere	poudre	polvere	polvo	pó	pulverem
pulmon	poumon	polmone	pulmón	pulmão	pulmōnem
pulpă	polpe	polpa	pulpa	polpa	pulpam
puls	pouls	polso	pulso	pulso	pulsum
pui	poule	pollo	pollo	polo	pullum
pumnal	poignard	pugnale	puñal	punhal	pūgnālem
pumn	poing	pugno	puño	punho	pugnum
punte	pont	ponte	puente	ponte	pontem
por	por	porro	porro	porro	porrum
pur	pur	puro	puro	puro	pūrum
impur	impur	impuro	impuro	impuro	impūrum
purga	purger	purgare	purgar	purgar	pūrgāre
purgație	purgation	purgazione	purgación	purgação	purgātiōnem
purgatoriu	purgatoire	purgatorio	purgatorio	purgatório	pūrgātōrium
purice	puce	pulce	pulga	pulga	pūlicem
purifica	purifier	purificare	purificar	purificar	pūrificāre
puritan	puritain	puritano	puritano	puritano	pūritām
puritate	pureté	purità	puridad	puridade	pūritātem
purulent	purulent	purulento	purulento	purulento	pūrulentum
puț	puits	pozzo	pozo	poço	puteum
putativ	putatif	putativo	putativo	putativo	putātīvum
putrefacție	putréfaction	putrefazione	putrefacción	putrefação	pūtrefactiōnem
rabic	rabique	rabico	rábico	rábico	rabicum
rabie	rage	rabbia	rabia	raiva	rabiam
radical	radical	radicale	radical	radical	rādīcālem
radius	radius	radio	radio	rádio	radium
rază	rai	raggio	rayo	raio	radium
rânced	rance	rancido	rancio	rançoso	rancidum
rapacitate	rapacité	rapacitá	rapacidad	rapacidade	rapācitātem
rar	rare	raro	raro	raro	rārum
raritate	rareté	rarità	raridad	raridade	rāritātem
rășină	résine	resina	resina	resina	resīnam
rășinos	résineux	resinoso	resinoso	resinoso	rēsīnōsum
răspunde	répondre	rispondere	responder	responder	respondēre
rație	ration	razione	ración	ração	ratiōnem
rațional	rationnel	razionale	racional	racional	ratiōnālem
rău	ree	reo	reo	réu	reum
rade	raser	radere	raer	raer	rādēre
real	réel	reale	real	real	realem
regal	royal	reale	real	real	rēgālem
rebel	rebelle	ribelle	rebelde	rebelde	rebellem
rebeliune	rébellion	rebelione	rebelión	rebelião	rebelliōnem
rece	roisent	recente	reciente	recente	recēntem
receptacul	réceptacle	ricettacolo	receptáculo	receptáculo	receptāculum
recepție	reception	ricezione	recepción	recepção	receptiōnem
receptiv	réceptif	ricettivo	receptivo	receptivo	receptīvum
recesiune	récession	recessione	recesión	recessão	recessiōnem
rechiziție	réquisition	requisizione	requisición	requisição	requīsītiōnem
reciprocitate	réciprocité	reciprocità	reciprocidad	reciprocidade	reciprocitātem
recita	réciter	recitare	recitar	recitar	recitāre
recrea	recréer	ricreare	recrear	recrear	recreāre
recreație	recreation	ricreazione	recreación	recreação	recreātiōnem
rectifica	rectifier	rettificare	rectificar	retificar	rectificāre
rect	recte	retto	recto	reto	rēctum
rector	recteur	rettore	rector	reitor	rectōrem
reduce	réduire	ridurre	reducir	reduzir	redūcere
redundanță	redondance	ridondanza	redundancia	redundância	redundantiam
refectoriu	réfectoire	refettorio	refectorio	refeitório	refectōrium
referentă	référent	referente	referente	referente	referentem
reflecție	réflexion	riflessione	reflexión	reflexão	reflexiōnem
reflex	reflet	riflesso	reflejo	reflexo	reflexum
reformator	réformateur	riformatore	reformador	reformador	reformātōrem
refractar	réfractaire	refrattario	refractario	refratário	rēfractārium
refracție	réfraction	rifrazione	refracción	refração	rēfractiōnem
refrigera	refrigerer	refrigerare	refrigerar	refrigerar	refrīgerāre
refugiu	refuge	rifugio	refugio	refúgio	refugium
rege	roi	re	rey	rei	rēgem
regenera	régénérer	rigenerare	regenerar	regenerar	regenerāre
regent	regent	reggente	regente	regente	regentem
regim	régime	regime	régimen	regime	regimen
regină	reine	regina	reina	rainha	rēgīnam
regional	régional	regionale	regional	regional	regiōnālem
regiune	région	regione	región	região	regiōnem
regn	règne	regno	reino	reino	rēgnum
regresiune	régression	regressione	regresión	regressão	regressiōnem
relație	relation	relazione	relación	relacion	relātiōnem
relicvă	relique	reliquia	reliquia	relíquia	reliquam
religie	religion	religione	religión	religião	religiōnem
religios	religieux	religioso	religioso	religioso	religiōsum
religiozitate	religiosité	religiosità	religiosidad	religiosidade	religiōsitātem
religiune	religion	religione	religión	religião	religiōnem
remediabil	remédiable	rimediabile	remediable	remediável	remediābilem
remediu	remède	rimedio	remedio	remédio	remedium
reminiscență	réminiscence	reminiscenza	reminiscencia	reminiscência	reminiscentiam
remisiune	rémission	remissione	remisión	remissão	remissiōnem
renal	rénal	renale	renal	renal	rēnālem
renova	rénover	rinovare	renovar	renovar	renovāre
reparațiune	réparation	riparazione	reparación	reparação	reparātiōnem
repercusiune	répercussion	ripercussione	repercusión	repercussão	repercussiōnem
repertoriu	répertoire	repertorio	repertorio	repertório	repertōrium
repetiție	répétition	ripetizione	repetición	repetição	repetītiōnem
represiune	répression	repressione	represión	repressão	repressiōnem
represiv	répressif	repressivo	represivo	repressivo	repressīvum
represor	répresseur	repressore	represor	repressor	repressōrem
reprezenta	représenter	rappresentare	representar	representar	repraesentāre
reprima	réprimer	reprimere	reprimir	reprimir	reprimēre
repulsie	répulsion	repulsione	repulsión	repulsão	repulsiōnem
resciziune	rescision	rescissione	rescisión	rescisão	rescissiōnem
rescript	rescrit	rescritto	rescripto	rescrito	rescrīptum
respect	respect	rispetto	respeto	respeito	respectum
respecta	respecter	rispettare	respectar	respeitar	respectāre
respira	respirer	respirare	respirar	respirar	respīrāre
respirație	respiration	respirazione	respiración	respiração	rēspīrātiōnem
respirațiune	respiration	respirazione	respiración	respiração	rēspīrātiōnem
responsabil	responsable	reponsabile	responsable	responsável	responsābilem
restaura	restaurer	restaurare	restaurar	restaurar	rēstaurāre
restaurator	restaurateur	restauratore	restaurador	restaurador	restaurātōrem
restituție	restitution	restituzione	restitución	restituição	rēstitūtiōnem
restricție	restriction	restrizione	restricción	restrição	restrictiōnem
restrictiv	restrictif	restrittivo	restrictivo	restritivo	restrictīvum
resurecție	résurrection	resurrezione	resurrección	ressurreição	resurrectiōnem
retenție	rétention	ritenzione	retención	retenção	retentiōnem
reticență	réticence	reticenza	reticencia	reticência	reticentiam
reticulo	réticulo	reticolo	retículo	retículo	rēticulum
retoric	rhétorique	retorico	retórico	retórico	rhētoricum
retroceda	rétrocéder	retrocedere	retroceder	retroceder	retrōcēdēre
retrograd	rétrograde	retrogrado	retrógrado	retrógrado	retrōgradum
retrogradație	rétrogradation	retrogradazione	retrogradación	retrogradação	rētrōgradātiōnem
reumatism	rheumatisme	reumatismo	reumatismo	reumatismo	rheumatismum
revela	révéler	rivelare	revelar	revelar	revēlāre
revelație	révélation	rivelazione	revelación	revelação	revēlātiōnem
reverend	révérence	reverendo	reverendo	reverendo	reverendum
reverend	révérede	reverendo	reverendo	reverendo	reverendum
reverență	révérence	riverenza	reverencia	reverência	reverantiam
reversie	réversion	reversione	reversión	reversão	reversiōnem
revizie	révision	revisione	revisión	revisão	revīsiōnem
revocabil	révocable	revocabile	revocable	revogável	revocābilem
revoluție	révolution	rivoluzione	revolución	revolução	revolūtiōnem
revulsiv	révulsif	revulsivo	revulsivo	revulsivo	revulsīvum
rezident	résident	residente	residente	residente	residentem
reziduu	résidu	residuo	residuo	resíduo	residuum
rezista	résister	resistere	resistir	resistir	resistere
rezoluție	résolution	risoluzione	resolución	resolução	resolūtiōnem
rezolva	résoudre	risolvere	resolver	resolver	resolvēre
rezonanță	résonance	risonanza	resonancia	ressonância	resonantiam
ridicol	ridicule	ridicolo	ridículo	ridículo	rīdiculum
rigoare	rigueur	rigore	rigor	rigor	rigōrem
rimă	rime	rima	rima	rima	rhythmum
rânced	rance	rancido	rancio	ranço	rancidum
ritm	rythme	ritmo	ritmo	ritmo	rhythmum
rinichi	rognon	rognone	riñón	rim	reniculum
ritual	rituel	rituale	ritual	ritual	rītuālem
rival	rival	rivale	rival	rival	rīvālem
rivalitate	rivalité	rivalità	rivalidad	rivalidade	rīvālitātem
rizibil	risible	risibile	risible	risível	r‎īsibilem
roade	roder	rodere	roer	roer	rōdēre
roib	rouge	roggio	rubio	ruivo	rubeum
roată	roue	routa	rueda	roda	rotam
robust	robuste	robusto	robusto	robusto	rōbustum
roș	roux	rosso	rojo	roxo	russum
roșu	rose	roseo	róseo	róseo	roseum
rostral	rostral	rostrale	rostral	rostral	rostrālem
rotație	rotation	rotazione	rotación	rotação	rotātiōnem
rotond	rond	rotondo	rotondo	rotundo	rotundum
rotulă	rotule	rotula	rótula	rótula	rotulam
rozariu	rosaire	rosario	rosario	rosário	rosārium
rubarbă	rhubarbe	rabárbaro	ruibarbo	ruibarbo	rheubarbarum
rudiment	rudiment	rudimento	rudimento	rudimento	rudīmentum
ruină	ruine	rovina	ruina	ruim	ruīnam
rumega	ronger	rugumare	rumiar	romiar	rūmigāre
rupe	rompre	rompere	romper	romper	rumpēre
ruptură	roture	rottura	rotura	rotura	ruptūram
rural	rural	rurale	rural	rural	rūrālem
rustic	rusticus	rustico	rústico	rústico	rūsticum
rusticitate	rusticité	rusticità	rusticidad	rusticidade	rūsticitātem
șa	selle	sella	silla	sella	sellam
sac	sac	sacco	saco	saco	saccum
sacerdotal	sacerdotal	sacerdotale	sacerdotal	sacerdotal	sacerdōtālem
sacrament	sacrament	sacramento	sacramento	sacramento	sacrāmentum
sacrifica	sacrifier	sacrificare	sacrificar	sacrificar	sacrificāre
sacrilegiu	sacrilège	sacrilegio	sacrilegio	sacrilégio	sacrilegium
sacristan	sacristain	sacrestano	sacristán	sacristão	sacristānum
sacrosanct	sacrosaint	sacrosanto	sacrosanto	sacrossanto	sacrōsānctum
stea	étoile	stella	estrella	estrela	stēllam
saducheu	sadducéen	sadduceo	saduceo	saduceu	saddūcaeum
safir	saphir	zaffiro	zafiro	safiro	sapphīrum
sagace	sagace	sagace	sagaz	sagaz	sagācem
săgeată	saete	saetta	saeta	saita	sagittam
saia	saie	saio	sayo	saio	sagum
salamandră	salamandre	salamandra	salamandra	salamandra	salamandram
salin	saline	salino	salino	salino	salīnum
sare	sel	sale	sal	sare	salem
salivă	salive	saliva	saliva	saliva	salīvam
salivație	salivation	salivazione	salivación	salivação	salīvātiōnem
salmon	saumon	salmone	salmón	salmão	salmōnem
sălta	sauter	saltare	saltar	saltar	saltare
salvator	salvateur	salvatore	salvador	salvador	salvātōrem
salvie	sauge	salvia	salvia	sálvia	salviam
cameră	chambre	camera	cámara	câmara	cameram
sănătate	santé	sanità	sanidad	sanidade	sānitātem
sanctifica	sanctifier	santificare	santificar	santificar	sānctificāre
sanctuar	sanctuaire	santuario	santuario	santuário	sanctuārium
sandal	sandale	sandalo	sandalia	sandália	sandalium
sandarac	sandaraque	sandracca	sandáraca	sandarac	sandaracam
sânge	sang	sangue	sangre	sangue	sanguinem
sânger	sanguin	sanguino	sangüeño	sanguinho	sanguineum
saponifica	saponifier	saponificare	saponificar	saponificar	sāpōnificāre
șapte	sept	sette	siete	sete	septem
sarcasm	sarcasme	sarcasmo	sarcasmo	sarcasmo	sarcasmum
sarcofag	sarcophage	sarcofago	sarcófago	sarcófago	sarcophagum
sardea	sardine	sardina	sardina	sardinha	sardīnam
sări	saillir	salire	salir	sair	salīre
șarpe	serpent	serpente	sierpe	serpente	serpentem
sărpun	serpolet	sermollo	serpol	serpol	serpyllum
șase	six	sei	seis	seis	sex
sațietate	satiété	sazietà	saciedad	saciedade	satietātem
satrap	satrape	satrapo	sátrapo	sátrapo	satrapem
saturație	saturation	saturazione	saturación	saturação	saturātiōnem
său	son	suo	suyo	seu	suum
saxifragă	saxifraga	sassifraga	saxífraga	saxífraga	saxifragam
scădea	échoir	scadere	escaecer	esquecer	excadēre
scală	échelle	scala	escala	escala	scālam
scălda	scalde	scaldare	escaldar	escaldar	excaldāre
scalen	scalène	scaleno	escaleno	escaleno	scalēnum
scandal	scandale	scandalo	escándalo	escândalo	scandalum
scandaliza	scandaliser	scandalizzare	escandalizar	escandalizar	scandalizāre
scarifica	scarifier	scarificare	escarificar	escarificar	scarificāre
scaun	eschamme	scanno	escano	escanho	scabellum
scenă	scène	scena	escena	cena	scaenam
scenic	scénique	scenico	escénico	cênico	scaenicum
sceptic	sceptique	scettico	escéptico	cético	scepticum
sceptru	sceptre	scettro	cetro	cetro	scēptrum
schemă	scheme	schema	esquema	esquema	schēmam
șchiau	esclave	schiavo	esclavo	escravo	sclavum
schismă	schisme	scisma	cisma	cisma	schisma
sciatic	sciatique	sciatico	ciático	ciático	sciaticum
școală	école	scuola	escuela	escola	schola
scorbut	scorbut	scorbuto	escorbuto	escorbuto	scorbutum
scorpion	scorpion	scorpione	escorpión	escorpião	scorpiōnem
scrie	écrire	scrivere	escribir	escrever	scrībēre
scrot	scrotum	scroto	escroto	escroto	scrōtum
scrupul	scrupule	scrupolo	escrúpulos	escrúpulos	scrūpulum
sculpta	sculpter	scolpire	esculpir	esculpir	sculpere
sculptor	sculpteur	scultore	escultor	escultor	sculptōrem
sculptură	sculpture	scultura	escultura	escultura	sculptūram
scurt	court	corto	corto	curto	curtum
semăna	sembler	seminare	sembrar	semear	sēmināre
seu	suif	sebo	sebo	sebo	sēbum
sec	sec	secco	seco	seco	siccum
secesiune	sécession	secessione	secesión	secessão	sēcessiōnem
sechestra	séquestrer	sequestrare	secuestrar	seqüestrar	sequestrāre
secțiune	section	sezione	sección	secção	sectiōnem
secol	siècle	secolo	siglo	século	saeculum
secretar	secrétaire	segretario	secretario	secretário	sēcrētārium
secreție	sécrétion	secrezione	secreción	secreção	sēcrētiōnem
secular	séculaire	secolare	secular	secular	saeculārem
seca	sécher	seccare	secar	secar	siccāre
secund	second	secondo	segundo	segundo	secundum
secvență	séquence	sequenza	secuencia	seqüência	sequentiam
așeze	asseoir	sedere	sedar	sedar	sēdare
sedentar	sédentaire	sedentario	sedentario	sedentário	sedentārium
sediment	sediment	sedimento	sedimento	sedimento	sedimentum
sedițios	séditieux	sedizioso	sedicioso	sedicioso	sēditiōsum
sedițiune	sédition	sedizione	sedición	sedição	sēditiōnem
seduce	séduire	sedurre	seducir	seduzir	sēdūcere
seducție	séduction	seduzione	seducción	sedução	sēductiōnem
segment	segment	segmento	segmento	segmento	segmentum
selecție	sélection	selezione	selección	seleção	sēlēctiōnem
semestru	semestre	semestre	semestre	semestre	semestrem
seminal	séminal	seminale	seminal	seminal	sēminālem
seminar	séminaire	seminario	seminario	seminário	sēminārium
semn	signe	segno	enseñar	senha	signum
semnifica	signifier	significare	significar	significar	significāre
senatoare	sénateur	senatore	senador	senador	senātōrem
senil	senile	senile	senil	senil	senīlem
senina	serein	sereno	sereno	sereno	serēnum
seninătate	sérénité	serenita	serenidad	serenidade	serēnitātem
senior	seigneur	signore	señor	senior	seniōrem
sensibile	sensible	sensibile	sensible	sensível	sensibilem
sensibilitate	sensibilité	sensibilità	sensibilidad	sensibilidade	sensibilitātem
sensual	sensuelle	sensuale	sensual	sensual	sensuālem
sentențios	sentencieux	sentenzioso	sentencioso	sentencioso	sententiōsum
sentință	sentence	sentenza	sentencia	sentença	sententiam
separabil	séparable	separabile	separable	separável	sēparābilem
separație	séparation	separazione	separación	separação	sēparātiōnem
separațiune	séparation	separazione	separación	separação	sēparātiōnem
separator	séparateur	separatore	separador	separador	sēparātōrem
septimă	septime	settima	séptimo	sétimo	septimam
sepulcral	sépulcral	sepolcrale	sepulcral	sepulcral	sepulcrālem
șerb	serf	servo	siervo	servo	servum
serenitate	sérénité	serenità	serenidad	serenidade	serēnitātem
serie	série	serie	serie	série	seriem
servi	servir	servire	servir	servir	servīre
serviciu	service	servizio	servicio	serviço	servitium
sesiune	session	sessione	sesión	sessão	sessiōnem
sete	soif	sete	sed	sede	sētam
sex	sexe	sesso	sexo	sexo	sexum
sexual	sexuel	sessuale	sexual	sexual	sexuālem
sferă	sphère	sfera	esfera	esfera	sphaeram
sferic	sphérique	sferico	esférico	esférico	sphaericum
sfincter	sphincter	sfintere	esfínter	esfíncter	sphinctērem
sideral	sidéral	siderale	sideral	sideral	sīderālem
silabă	syllabe	sillaba	sílaba	sílaba	syllabam
silențios	silencieux	silenzioso	silencioso	silencioso	silentiōsum
silogism	syllogisme	sillogismo	silogismo	silogismo	syllogismum
siloz	silo	silos	silo	silo	sīrum
simbolic	symbolique	simbolico	simbólico	simbólico	symbolicum
simetrie	symétrie	simmetria	simetría	simetria	symmetriam
simfonie	symphonie	sinfonia	sinfonía	sinfonia	symphōniam
simplifica	simplifier	semplificare	simplificar	simplificar	simplicem
simula	simuler	simulare	simular	simular	simulāre
simulacru	simulacre	simulacro	simulacro	simulacro	simulācrum
simulație	simulation	simulazione	simulación	simulação	simulātiōnem
sinceritate	sincérité	sincerità	sinceridad	sinceridade	sincēritātem
sincopă	syncope	sincope	síncope	síncope	syncopa
sindic	syndic	sindaco	síndico	síndico	syndicum
sinecdocă	synecdoque	sineddoche	sinécdoque	sinédoque	synecdochē
sinereză	synérèse	sineresi	sinéresis	sinérese	synēresis
singular	singulier	singolare	singular	singular	singulārem
singularitate	singularité	singolarità	singularidad	singularidade	singulāritātem
singur	sangle	singolo	sendos	singelo	singulum
sinistra	sinistre	sinistro	siniestro	sinistro	sinistrum
sintaxă	syntaxe	sintassi	sintaxis	sintaxe	syntaxis
sinucidere	suicide	suicidio	suicidio	suicídio	suīcīdium
sinuos	sinueux	sinuoso	sinuoso	sinuoso	sinuōsum
sirenă	sirène	sirena	sirena	sereia	sīrēnem
sistem	système	sistema	sistema	sistema	systēma
situa	situer	situare	situar	situar	situāre
sorbi	sorbir	sorbire	sorber	sorver	sorbēre
soare	soleil	sole	sol	sol	sōlem
sobrietate	sobriété	sobrietà	sobriedad	sobriedade	sōbrieātem
sobru	sobre	sobrio	sobrio	sóbrio	sōbrium
sociabil	sociable	socievole	sociable	sociável	sociābilem
social	social	sociale	social	social	sociālem
societate	société	società	sociedad	sociedade	societātem
socio	socio	socio	socio	sócio	socium
sofist	sophiste	sofista	sofista	sofista	sophistam
solemn	solennel	solenne	solemne	solene	sōlemnem
solemnitate	solenitté	solennità	solemnidad	solenidade	sollemnitātem
solipsism	solipsisme	solipsismo	solipsismo	solipsismo	sōlipsismum
solitar	solitaire	solitario	solitario	solitário	sōlitārium
solstițiu	solistice	solstizio	solsticio	solstício	sōlstitium
solubil	soluble	solubile	soluble	solúvel	solūbilem
soluție	solution	soluzione	solución	solução	solūtiōnem
solvent	solvant	solvente	solvente	solvente	solventem
sonoritate	sonorité	sonorità	sonoridad	sonoridade	sonōritātis
sorb	sorbe	sorbo	suerbo	sorvo	sorbum
sordid	sordide	sordido	sórdido	sórdido	sordidum
spadă	espadon	spada	espada	espada	spatham
spațios	spacieux	spazioso	espacioso	espaçoso	spatiōsum
spațiu	espace	spazio	espacio	espaço	spatium
spatulă	spatule	spatola	espátula	espátula	spathulam
special	special	speciale	especial	especial	speciālem
specialitate	spécialité	specialità	especialidad	especialidade	speciālitātem
specios	spécieux	specioso	especioso	especioso	speciōsum
spectator	spectateur	spettatore	espectador	espectador	spectātōrem
spectru	spectre	spettro	espectro	espectro	spectrum
specula	spéculer	speculare	especular	especular	speculārī
speculație	spéculation	speculazione	especulación	especulação	speculātiōnem
spermă	sperme	sperma	esperma	esperma	sperma
spic	épi	spiga	espiga	espiga	spīcam
spicul	spicule	spigolo	espliego	espicho	spīculum
spin	spin	spina	espina	espinha	spīnam
spirit	esprit	spirito	espíritu	espírito	spīritum
spiritual	spiritual	spirituale	espiritual	espiritual	spīrituālem
spital	hôpital	ospitale	hospital	hospital	hospitālem
splendid	splendide	splendido	espléndido	esplêndido	splendidum
splendoare	splendeur	splendore	esplendor	esplendor	splendōrem
spontan	spontané	spontaneo	espontáneo	espontâneo	spontāneum
sprânceană	sourcil	sopracciglio	sobreceja	sobrancelha	supercilium
spumă	spuma	schiuma	espuma	espuma	spūmam
spune	espondre	esporre	exponer	expôr	expōnēre
stabilitate	stabilité	stabilità	estabilidad	estabilidade	stabilitātem
stamină	étamine	stame	estambre	estame	stāmen
sta	être	stare	estar	estar	stāre
stație	station	station	estación	estação	statiōnem
staționar	stationnaire	stazionario	estacionario	estacionário	statiōnārium
statuar	statuaire	statuario	estatuaria	estatuária	statuārium
statuară	statuaire	statuario	estatuaria	estatuária	statuāre
statură	stature	statura	estatura	estatura	statūram
staul	étable	stabbio	establo	estrabo	stabulum
steril	stérile	sterile	estéril	estéril	sterilem
sterilitate	stérilité	sterilità	esterilidad	esterilidade	sterilitātem
stigmă	stigma	stigma	estigma	estigma	stigma
stigmati	stigmate	stigma	estigma	estigma	stigma
știință	science	scienza	ciencia	ciência	scientiam
stil	style	stile	estilo	estilo	stilum
stimul	stimulus	stimolo	estímulo	estímulo	stimulum
stimula	stimuler	stimolare	estimular	estimular	stimulāre
stipula	stipuler	stipulare	estipular	estipular	stipulāre
stipulație	stipulation	stipulazione	estipulación	estipulação	stipulātiōnem
stipulațiune	stipulation	stipulazione	estipulación	estipulação	stipulātiōnem
stoic	stoïque	stoico	estoico	estóico	stōicum
stomac	estomac	stomaco	estómago	estômago	stomachum
strangula	étrangler	strangolare	estrangular	estrangular	strangulāre
stratagemă	stratagème	stratagemma	estratagema	estratagema	stratēgēma
strateg	stratège	strataga	estratega	estrategista	stratēgum
stratosferă	stratosphère	stratosfera	estratosfera	estratosfera	strātospherām
stridie	huître	ostrica	ostra	ostra	ostream
stridor	stridor	stridore	estridor	estridor	strīdōrem
strofă	strophe	strofa	estrofa	estrofe	stropham
structură	structure	struttura	estructura	estrutura	structuram
studios	studieux	studioso	estudioso	estudioso	studiōsum
stupid	stupide	stupido	estúpido	estúpido	stupidum
sub	sous	sotto	so	sob	sub
sublima	sublimer	sublimare	sublimar	sublimar	sublīmāre
sublim	sublime	sublime	sublime	sublime	sublīmem
sublimitate	sublimité	sublimità	sublimidad	sublimidade	sublīmitātem
subrogație	subrogation	surrogazione	subrogación	subrogação	subrogātiōnem
subteran	souterrain	sotterraneo	subterráneo	subterrâneo	subterrāneum
subterfugiu	subterfuge	sotterfugio	subterfugio	subterfúgio	subterfugium
subversiune	subversion	sovversione	subversión	subversão	subversiōnem
subzista	subsister	sussistere	subsistir	subsistir	subsistere
subzistență	subsistance	sussistenza	subsistencia	subsistência	subsistentiam
suc	suc	succo	jugo	suco	succum
succesiune	succession	successione	sucesión	sucessão	successiōnem
succesoare	seccesseur	successore	sucesor	sucessor	successōrem
sucomba	succomber	soccombere	sucumbir	sucumbir	succumbēre
sucub	succube	succube	súcubo	súcubo	succubum
sudoare	soudeur	sudore	sudor	suor	sūdōrem
sudori	soudeur	sudore	sudor	suor	sūdōrem
suferi	souffrir	soffrire	sufrir	soffrer	sufferre
suficient	suffisant	sufficiente	suficiente	suficiente	sufficientem
sufix	suffixe	suffisso	sufijo	sufixo	suffīxum
sufla	souffler	soffiare	soplar	soprar	sufflāre
sufragiu	suffrage	suffragio	sufragio	sufrágio	suffrāgium
sugera	suggérer	suggerire	sugerir	sugerir	suggerēre
sughița	sanglot	singhiozzo	soliozo	soluzo	subgluttium
sulf	soufre	zolfo	azufre	enxofre	sulfurem
suna	soner	sonare	sonar	soar	sonāre
superficial	superficiel	superficiale	superficial	superficial	superficiālem
superficie	superficie	superficie	superficie	superfície	superficiem
superfluu	superflu	superfluo	superfluo	supérfluo	superfluum
superlativ	superlatif	superlativo	superlativo	superlativo	superlātīvum
superstiție	superstition	superstizione	superstición	superstição	superstitiōnem
superstițios	superstitieux	superstizioso	supersticioso	supersticioso	superstitiōsum
supinație	supination	supinazione	supinación	supinação	supīnātiōnem
supoziție	supposition	supposizione	suposición	suposição	suppositiōnem
suprem	suprème	supremo	supremo	supremo	suprēmum
