ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	LATIN-CORRECT
ireverență	irrévérence	irriverenza	irreverencia	irreverência	irreverentiam
iritabil	irritable	irritabile	irritable	irritável	i:rrita:bilem
iritabilitate	irritabilité	irritabilità	irritabilidad	irritabilidade	irritabilita:tem
iritație	irritation	irritazione	irritación	irritação	irri:ta:tio:nem
iritațiune	irritation	irritazione	irritación	irritação	irri:ta:tio:nem
ironic	ironique	ironico	irónico	irônico	iro:nicum
ironie	ironie	ironia	ironía	ironia	i:ro:ni:am
irupție	irruption	irruzione	irrupción	irrupção	irruptio:nem
irupțiune	irruption	irruzione	irrupción	irrupção	irruptio:nem
istm	isthme	istmo	istmo	istmo	isthmum
istoria	histoire	storia	historia	história	historiam
istoric	historique	storico	histórico	histórico	historicum
iță	lice	liccio	lizo	liço	li:cium
iterativ	itératif	iterativo	iterativo	iterativo	itera:ti:vum
juca	jouer	giocare	jugar	jogar	ioca:re
joc	jeu	giuoco	juego	jogo	iocum
jude	juge	giudice	juez	juiz	iu:dicem
judeca	juger	giudicare	juzgar	julgar	iu:dica:re
jug	joug	giogo	yugo	jugo	iugum
jumătate	moitié	metà	mitad	metade	medieta:tem
june	jeune	giovine	joven	jovem	iuvenem
jur	girolle	giro	giro	giro	gȳrum
jura	jurer	giurare	jurar	jurar	iu:ra:re
înjura	injurier	ingiurare	injuriar	injuriar	iniu:ria:re
jurisdicție	juridiction	giurisdizione	jurisdicción	jurisdição	iu:risdictio:nem
justifica	justifier	giustificare	justificar	justificar	iustifica:re
justiția	justice	giustiziare	justicia	justiça	iu:stitiam
juvenil	juvénile	giovanile	juvenil	juvenil	iuveni:lem
la	laver	lavare	allá	lavar	lava:re
labil	labile	labile	lábil	lábil	la:bilem
labirint	labyrinthe	labirinto	laberinto	labirinto	labyrinthum
laborios	laborieux	laborioso	laborioso	laborioso	labo:rio:sum
lac	lac	lago	lago	lago	lacum
lacerație	lacération	lacerazione	laceración	laceração	lacera:tio:nem
lactescent	lactescent	lattescente	lactescente	lactescente	lacte:scentem
locustă	locuste	locusta	locusta	locusta	locustam
lagună	lagune	laguna	laguna	lagoa	lacu:nam
lamă	lame	lamina	lamina	lâmina	la:minam
lamentație	lamentation	lamentazione	lamentación	lamentação	la:menta:tio:nem
lamentațiune	lamentation	lamentazione	lamentación	lamentação	la:menta:tio:nem
lână	laine	lana	lana	lã	lanam
lance	lance	lancia	lanza	lança	lanceam
lapte	lait	latte	leche	leite	lactem
lăptucă	laitue	lattuga	lechuga	leituga	lactu:cam
larvă	larve	larva	larva	larva	larvam
lăsa	laisser	lasciare	dejar	deixar	laxa:re
lasciv	lascif	lascivo	lascivo	lascivo	lasci:vum
latent	latent	latente	latente	latente	latentem
lateral	latéral	laterale	lateral	lateral	latera:lem
latinitate	latinité	latinità	latinidad	latinidade	lati:nita:tem
latrină	latrine	latrina	letrina	latrina	la:tri:nam
lauda	louer	lodare	loar	louvar	lauda:re
lecție	lecture	lezione	lección	lição	le:ctio:nem
lectură	lecture	lettura	lectura	leitura	le:ctu:ram
lega	lier	legare	liar	liar	liga:re
legatar	légataire	legatario	legatario	legatário	le:ga:ta:rium
legație	légation	legazione	legación	legação	le:ga:tio:nem
legendă	légende	leggenda	leyenda	lenda	legendam
legionar	légionnaire	legionario	legionario	legionário	legio:na:rium
legislație	législation	legislazione	legislación	legislação	le:gisla:tio:nem
legislator	législateur	legislatore	legislador	legislador	le:gisla:to:rem
legitim	légitime	legittimo	legítimo	legítimo	le:gitimum
legiune	légion	legione	legión	legião	legio:nem
legumă	légume	legume	legumbre	legume	legu:men
leu	lion	leone	león	leâo	leo:nem
lenticular	lenticulaire	lenticolare	lenticular	lenticular	lenticula:rem
leșie	lessive	liscivo	lejio	lixívio	lixi:vium
letal	létal	letale	letal	letal	le:ta:lem
letargic	léthargique	letargico	letárgico	letárgico	le:thargicum
letargie	léthargie	letargia	letargia	letargia	le:thargiam
leziune	lésion	lesione	lesión	lesão	laesio:nem
libație	libation	libagione	libación	libação	li:ba:tio:nem
libațiune	libation	libagione	libación	libação	li:ba:tio:nem
liberal	libéral	liberale	liberal	liberal	li:bera:lem
libertate	liberté	libertà	libertad	liberdade	li:berta:tem
libertin	libertin	libertino	libertino	libertino	li:berti:num
libid	libide	libido	libido	libido	libi:do:
licență	licence	licenza	licencia	licença	licentiam
licențios	licencieux	licenzioso	licencioso	licencioso	licentio:sum
lichid	liquide	liquido	líquido	líquido	liquidum
lichior	liqueur	liquore	licor	licor	liquo:rem
ligatură	ligature	legatura	ligadura	ligadura	liga:tu:ram
lemn	legne	legno	leño	lenho	lignum
limbă	langue	lingua	lengua	língua	linguam
limbric	lombric	lombrico	lombriz	lombriga	lumbri:cum
limită	limite	limite	limite	limite	li:mitem
linte	lente	lente	lente	lente	lentem
livră	livre	libbra	libra	libra	li:bram
literal	littéral	letterale	literal	literal	littera:lem
literar	littéraire	letterario	literario	literário	littera:rium
literatură	littérature	letteratura	literatura	literatura	littera:tu:ram
litigios	litigieux	litigioso	litigioso	litigioso	li:tigio:sum
livid	livide	livido	lívido	lívido	li:vidum
libera	libérer	liberare	liberar	liberar	li:bera:re
loc	lieu	luogo	luego	logo	locum
longevitate	longévité	longevità	longevidad	longevidade	longaevita:tem
loțiune	lotion	lozione	loción	loção	lo:tio:nem
luci	luire	lucere	lucir	luzir	lu:ce:re
lucrativ	lucratif	lucrativo	lucrativo	lucrativo	lucra:ti:vum
lugubru	lugubre	lúgubre	lúgubre	lúgubre	lu:gubrem
lume	lumière	lume	lumbre	lume	lu:men
lună	lune	luna	luna	lua	lu:nam
lunatic	lunatique	lunatico	lunático	lunático	lu:na:ticum
lung	long	lungo	luengo	longo	longum
lup	loup	lupo	lobo	lobo	lupum
luptă	lutte	lotta	lucha	luta	luctam
lustrație	lustration	lustrazione	lustración	lustração	lustra:tio:nem
macera	macérer	macerare	macerar	macerar	ma:cera:re
macerație	macération	macerazione	maceración	maceração	ma:cera:tio:nem
macerațiune	macération	macerazione	maceración	maceração	ma:cera:tio:nem
macru	maigre	magro	magro	magro	macrum
măduvă	meolle	midollo	meollo	miolo	medullum
magie	magie	magia	magia	magia	magiam
magisteriu	magistère	magistero	magisterio	magistério	magisterium
magistral	magistral	magistrale	magistral	magistral	magistra:lem
magistrat	magistrat	magistrato	magistrado	magistrado	magistra:tum
magnetic	magnétique	magnetico	magnético	magnético	magne:ticum
magnific	magnifique	magnifico	magnífico	magnífico	magnificum
magnificență	magnificence	magnificenza	magnificencia	magnificência	magnificentiam
mai	mai	maggio	mayo	maio	maium
iulie	juillet	luglio	julio	julho	iu:lium
august	auguste	agosto	augusto	augusto	augustum
septembrie	septembre	settembre	septiembre	setembro	septembrem
octombrie	octobre	ottobre	octubre	outubro	octo:brem
noiembrie	novembre	novembre	noviembre	novembro	novembrem
decembrie	décembre	dicembre	diciembre	dezembro	decembrem
ianuarie	janvier	gennaio	enero	janeiro	ia:nua:rium
făurar	février	febbraio	febrero	fevereiro	februa:rium
marț	mars	marzo	marzo	março	martium
aprilie	avril	aprile	abril	abril	apri:lem
iunie	juin	giugno	junio	junho	iu:nium
maiestate	majesté	maestà	majestad	majestade	ma:iesta:tem
major	majeur	maggiore	mayor	maior	ma:io:rem
maleabil	malléable	malleabile	maleable	maleável	mallea:bilem
malefic	maléfique	malefico	maléfico	maléfico	maleficum
maleolă	malléole	malleolo	maléolo	maléolo	malleolum
malignitate	malignité	malignità	malignidad	malignidade	malignita:tem
maliție	malice	malizia	malicia	malícia	malitiam
mamă	maman	mamma	mama	mama	mammam
mandat	mandat	mandato	mandato	mandato	manda:tum
mandibulă	mandibule	mandibola	mandíbula	mandíbula	mandibulam
manevră	manoeuvre	manovra	maniobra	manobra	manuoperam
manivelă	manivelle	manovella	manivela	manivela	manubellam
manta	manteau	mantello	mantilla	mantilha	mantellum
mantisă	mantisse	mantissa	mantisa	mantissa	mantissam
manual	manuel	manuale	manual	manual	manua:lem
margine	marge	margine	margen	margem	marginem
mărinimie	magnanimité	magnanimità	magnanimidad	magnanimidade	magnanimita:tem
mărinimos	magnanime	magnanimo	magnánimo	magnânimo	magnanimum
marin	marin	marino	marino	marino	mari:num
maritim	maritime	marittimo	marítimo	marítimo	maritimum
marmeladă	marmelade	marmellata	membrillo	marmelada	melime:lum
marmură	marbre	marmo	mármol	mármore	marmorem
marțial	martial	marziale	marcial	marcial	martia:lem
martir	martyr	martire	mártir	mártir	martyrem
martiriu	martyre	martirio	martirio	martírio	martyrium
mărunt	menu	minuto	menudo	miudo	minu:tum
mașinație	machination	macchinazione	maquinación	maquinação	ma:china:tio:nem
masticațiune	mastication	masticazione	masticación	mastigação	mastica:tio:nem
matematic	mathématique	matematica	matemática	matemática	mathe:maticam
material	matériel	materiale	material	material	ma:teria:lem
materie	matière	materia	madera	madeira	ma:teriam
imaterial	immatériel	immateriale	inmaterial	imaterial	immateria:lem
mamă	mère	madre	madre	mãe	ma:trem
mătrice	matrice	matrice	matriz	matriz	ma:tri:cem
matrimonial	matrimonial	matrimoniale	matrimonial	matrimonial	ma:trimo:nia:lem
matroană	matrone	matrona	matrona	matrona	ma:tro:nam
mausoleu	mausolée	mausoleo	mausoleo	mausoléu	mauso:le:um
măsea	mâchoire	mascella	mejilla	maxila	maxillam
maxim	maxim	massimo	máximo	máximo	maximum
maximă	maxime	massima	máxima	máxima	maximam
mecanic	mécanique	mecanico	mecánico	mecânico	me:chanicum
mediastin	médiastin	mediastino	mediastino	mediastino	mediasti:num
mediație	médiation	mediazione	mediación	mediação	media:tio:nem
mediator	médiateur	mediatore	mediador	mediador	media:to:rem
medic	meige	medico	médico	médico	medicum
medicație	médication	medicazione	medicación	medicação	medica:tio:nem
medicațiune	médication	medicazione	medicación	medicação	medica:tio:nem
medicină	médecine	medicina	medicina	medicina	medici:nam
mediocritate	médiocrité	mediocrità	mediocridad	mediocridade	mediocrita:tem
mediocru	médiocre	mediocre	mediocre	medíocre	medio:crem
medita	méditer	meditare	meditar	meditar	medita:ri:
meditație	méditation	meditazione	meditación	meditação	medita:tio:nem
medulo	médullo	midollo	médula	medula	medullam
meu	mon	mio	mío	meu	me:um
mei	mil	miglio	mijo	milho	milium
melancolie	mélancolie	melancolia	melancolía	melancolia	melancholiam
membră	membre	membro	miembro	membro	membrum
membrană	membrane	membrana	membrana	membrana	membra:nam
memorabil	mémorable	memorabile	memorable	memorável	memora:bilem
memorie	mémoire	memoria	memoria	memória	memoriam
imemorial	immémorial	immemorale	inmemorial	imemorial	immemora:lem
memorial	mémorial	memoriale	memorial	memorial	memora:lem
menstrual	menstruel	mestruale	menstrual	menstrual	me:nstrua:lem
mental	mental	mentale	mental	mental	menta:lem
minut	minute	minuto	minuto	minuto	minu:tum
mercenar	mercenaire	mercenario	mercenario	mercenário	merce:na:rium
meridian	méridien	meridiano	meridiano	meridiano	meri:dia:num
mierlă	merle	merlo	merlo	melro	merulam
mastica	mâcher	masticare	masticar	mascar	mastica:re
metaforă	métaphore	metafora	metáfora	metáfora	metaphoram
metalic	métallique	metallico	metálico	metálico	metallicum
mixt	mixte	misto	mesto	misto	mixtum
metod	méthode	metodo	método	método	methodum
metonimie	métonymie	metonimia	metonimia	metonímia	meto:nymiam
metropolitan	métropolitain	metropolitano	metropolitano	metropolitano	me:tropoli:ta:num
miere	miel	miele	miel	mel	mel
migrațiune	migration	migrazione	migración	migração	migra:tio:nem
milenar	millénaire	millenario	milenario	milenar	mi:lle:na:rium
militar	militaire	militare	militar	militar	mi:lita:rem
miliție	milice	milizia	milicia	milícia	mi:litiam
mim	mime	mimo	mimo	mimo	mi:mum
mină	mine	mina	mina	mina	minam
minciună	mensonge	menzogna	mención	menção	mentio:nem
minți	mentir	mentire	mentir	mentir	menti:ri:
miniatură	miniature	miniatura	miniatura	miniatura	minia:turam
minim	minime	minimo	mínimo	mínimo	minimum
ministru	ministre	ministro	ministro	ministro	ministrum
miniu	minium	minio	minio	mínio	minium
minor	mineur	minore	menor	menor	minorem
mintă	menthe	menta	menta	menta	mentham
minte	ment	mente	mente	mente	mentem
minuscul	minuscule	minuscolo	minúsculo	minúsculo	minusculum
mira	mirer	mirare	mirar	mirar	mi:ra:ri:
admira	admirer	ammirare	admirar	admirar	admi:ra:ri:
miscelaneă	miscellanée	miscellanea	miscelánea	miscelânea	miscella:neam
misiune	mission	missione	misión	missão	missio:nem
mister	mystère	mistero	misterio	mistério	myste:rium
mitologie	mythologie	mitologia	mitología	mitologia	mȳthologiam
mizerie	misère	miseria	miseria	miséria	miseriam
moale	mou	molle	muelle	molle	mollem
moară	meule	mola	muela	mó	molam
mort	mort	morto	muerto	morto	mortuum
moarte	mort	morte	muerte	morte	mortem
mobil	meuble	mobile	móvil	móvel	mo:bilem
mobilitate	mobilité	mobilità	movilidad	mobilidade	mo:bilita:tem
mod	mode	modo	modo	modo	modum
moderație	modération	moderazione	moderación	moderação	modera:tio:nem
moderațiune	modération	moderazione	moderación	moderação	modera:tio:nem
modern	moderne	moderne	moderno	moderno	modernum
modest	modeste	modesto	modesto	modesto	modestum
modestie	modestie	modestia	modestia	modéstia	modestiam
modul	module	modulo	módulo	módulo	modulum
modifica	modifier	modificare	modificar	modificar	modifica:re
modulație	modulation	modulazione	modulación	modulação	modula:tio:nem
modulațiune	modulation	modulazione	modulación	modulação	modula:tio:nem
molesta	molester	molestare	molestar	molestar	molesta:re
molibden	molybdène	molibdeno	molibdeno	molibdênio	molybdaenum
moment	moment	momento	momento	momento	mo:mentum
momentan	momentané	momentaneo	momentáneo	momentâneo	mo:menta:neum
monah	moine	monaco	monge	monje	monachum
monahal	monacal	monacale	monacal	monacal	monacha:lem
monarh	monarque	monarca	monarca	monarca	monarchum
monarhie	monarchie	monarchia	monarquía	monarquia	monarchiam
monoclu	monocle	monocolo	monóculo	monóculo	monoculum
monogamie	monogamie	monogamia	monogamia	monogamia	monogamiam
monosilabă	monosyllabe	monosillabo	monosílabo	monossílabo	monosyllabum
monstru	monstre	mostro	monstruo	monstro	mo:nstrum
monstruos	monstrueux	mostruoso	monstruoso	monstruoso	monstruo:sum
montan	montagne	montagna	montaña	montanha	montanum
monument	monument	monumento	monumento	monumento	monumentum
monumental	monumental	monumentale	monumental	monumental	monumenta:lem
morbid	morbide	morbido	mórbido	mórbido	morbidum
mortal	mortel	mortale	mortal	mortal	morta:lem
mortificațiune	mortification	mortificazione	mortificación	mortificação	mortifica:tio:nem
motor	moteur	motore	motor	motor	mo:to:rem
muc	mucus	moccio	moco	monco	mu:cum
muiere	moillier	moglie	mojar	molher	mulierem
mult	moult	molto	mucho	muito	multum
multiform	multiforme	multiforme	multiforme	multiforme	multifo:rmem
multiplica	multiplier	moltiplicare	multiplicar	multiplicar	multiplica:re
multiplicator	multiplicateur	moltiplicatore	multiplicador	multiplicador	multiplica:to:rem
multiplicitate	multiplicité	molteplicità	multiplicidad	multiplicidade	multiplicita:tem
multiplu	multiple	multiple	múltiple	múltiple	multiplex
munte	mont	monte	monte	monte	montem
munte	montagne	montagna	montaña	montanha	montanum
mur	mûre	moro	moro	moro	mo:rum
amur	amour	amore	amor	amor	amo:rem
mur	mur	muro	muro	muro	mu:rum
maur	maure	moro	moro	mouro	maurum
maură	mourée	mora	mora	moura	mauram
murmura	murmurer	mormorare	murmurar	murmurar	murmura:re
murmur	murmure	mormorio	murmúrio	murmurio	murmur
mușchi	mousc	muschio	musgo	musgo	mu:scum
muta	muter	mutare	mudar	mudar	mu:ta:re
mutabil	mutable	mutabile	mudable	mutável	mu:ta:bilem
mutabilitate	mutabilité	mutabilità	mutabilidad	mutabilidade	mu:ta:bilita:tem
mutație	mutation	mutazione	mutación	mutação	mu:ta:tio:nem
mutila	mutiler	mutilare	mutilar	mutilar	mutila:re
mutism	mutisme	mutismo	mutismo	mutismo	mu:tismum
mut	muet	muto	mudo	mudo	mu:tum
muzeu	musée	museo	museo	museu	mu:se:um
muzică	musique	musica	música	música	mu:sicam
naiadă	naïade	naiade	náyade	náiade	na:iadem
nap	navet	napo	nabo	nabo	na:pum
nară	narine	narice	nariz	nariz	na:rem
nara	narrer	narrare	narrar	narrar	na:rra:re
narator	narrateur	narratore	narrador	narrador	narra:to:rem
nard	nard	nardo	nardo	nardo	nardum
naște	naître	nascere	nacer	nascer	na:sce:re
nație	nation	nazione	nación	nação	na:tio:nem
nativ	natif	nativo	nativo	nativo	na:ti:vum
natural	naturel	naturale	natural	natural	na:tu:ra:lem
naturalitate	naturalité	naturalità	naturalidad	naturalidade	na:tu:ra:lita:tem
naufragiu	naufrage	naufragio	naufragio	naufrágio	naufragium
nausea	nausée	nausea	náusea	náusea	nauseam
nautic	nautique	nautico	náutico	náutico	nauticum
naval	naval	navale	naval	naval	na:va:lem
navigabil	navigable	navigabile	navegable	navegável	na:viga:bilem
navigație	navigation	navigazione	navegación	navegação	na:viga:tio:nem
navigațiune	navigation	navigazione	navegación	navegação	na:viga:tio:nem
nea	noif	neve	nieve	neve	nivem
neagră	noir	nero	negro	negro	nigrum
nebulos	nebuleux	nebuloso	nebuloso	nebuloso	nebulo:sum
nebulozitate	nébulosité	nebulosità	nebulosidad	nebulosidade	nebulo:sita:tem
necesar	nécessaire	necessario	necesario	necessário	necessa:rium
necesitate	nécessité	necessità	necesidad	necessidade	necessita:tem
nefritic	néphrétique	nefritico	nefrítico	nefrítico	nephriticum
neg	nevus	neo	nevus	nevo	naevum
negație	negation	negazione	negación	negação	nega:tio:nem
negativ	negatif	negativo	negativo	negativo	nega:ti:vum
negocia	négocier	negoziare	negociar	negociar	nego:tia:ri:
negociator	négociateur	negoziatore	negociador	negociador	nego:tia:to:rem
nepoată	neveu	nipote	nebod	nepote	nepo:tem
neted	net	netto	nidio	nédio	nitidum
neutro	neutro	neutro	neutro	neutro	neutrum
niciun	neisune	nessuno	ninguno	ninguém	ne:ipseu:num
nihilism	nihilisme	nichilismo	nihilismo	niilismo	nihilismum
nisetru	esturgeon	storione	esturión	esturjão	sturio:nem
un	un	uno	uno	um	u:num
nitro	nitro	nitro	nitro	nitro	nitrum
nitros	nitreux	nitroso	nitroso	nitroso	nitro:sum
noapte	nuit	notte	noche	noite	noctem
noastră	notre	nostra	nuestro	nosso	nostrum
nobil	noble	nobile	noble	nobre	no:bilem
nocturn	nocturne	notturno	nocturno	noturno	nocturnum
înnoda	noeuder	annodare	añudar	enodar	inno:da:re
nomenclatură	nomenclature	nomenclatura	nomenclatura	nomenclatura	no:mencla:tu:ram
nominal	nominal	nominale	nominal	nominal	no:mina:lem
nominativ	nominatif	nominativo	nominativo	nominativo	no:mina:ti:vum
nouălea	neuvième	nono	nono	nono	no:num
noră	nuere	noura	nuera	nora	nurum
normal	normal	normale	normal	normal	norma:lem
notar	notaire	notaio	notario	notário	nota:rium
notație	natation	notazione	notación	notação	nota:tio:nem
notațiune	notation	notazione	notación	notação	nota:tio:nem
notifica	notifier	notificare	notificar	notificar	notifica:re
noțiune	notion	nozione	noción	noção	no:tio:nem
notă	note	nota	nota	nota	no:tam
noutate	nouvelle	novità	novedad	novidade	novita:tem
nu	non	no	no	nao	no:n
nubil	nubile	nubile	núbil	núbil	nu:bilem
nuc	noix	noce	nuez	noz	nucem
nucleol	nucléole	nucleolo	nucléolo	nucléolo	nu:cleolum
nucleu	nucléus	nucleo	núcleo	núcleo	nu:cleum
nud	nu	nudo	desnudo	nu	nu:dum
nul	nul	nullo	nulo	nulo	nu:llum
nume	nom	nome	nombre	nome	no:minem
numeral	numeral	numerale	numeral	numeral	numera:lem
nupțial	nuptial	nuziale	nupcial	nupcial	nuptia:lem
nutație	nutation	nutazione	nutación	nutação	nu:ta:tio:nem
oameni	homme	uomo	hombre	homem	hominem
oară	heure	ora	hora	hora	ho:ram
oaste	ost	oste	hueste	hoste	hostem
oază	oasis	oasi	oasis	oásis	oasis
obediență	obédience	obbedienza	obediencia	obediência	obe:dientiam
obelisc	obélisque	obelisco	obelisco	obelisco	obeliscum
obez	obèse	obeso	obeso	obeso	obe:sum
obezitate	obésité	obesità	obesidad	obesidade	obe:sita:tem
oblic	oblique	obliquo	oblicuo	oblíquo	obli:quum
oblicitate	oblicité	obliquità	oblicuidad	obliquidade	obli:quita:tem
obligatoriu	obligatoire	obbligatorio	obligatorio	obrigatório	obliga:to:rium
oblong	oblong	oblungo	oblongo	oblongo	oblongum
obscen	obscene	osceno	obsceno	obsceno	obsce:num
obscenitate	obscénité	oscenità	obscenidad	obscenidade	obsce:nita:tem
obscuritate	obscurité	oscurità	oscuridad	obscuridade	obscu:rita:tem
observabil	observable	osservabile	observable	observável	observa:bilem
observație	observation	osservazione	observación	observação	observa:tio:nem
observațiune	observation	osservazione	observación	observação	observa:tio:nem
observator	observateur	osservatore	observador	observador	observa:to:rem
obsesie	obsession	ossessione	obsesión	obsessão	obsessio:nem
obsidian	obsidiane	ossidiana	obsidiana	obsidiana	obsidianam
obstacol	obstacle	obstacolo	obstáculo	obstáculo	obsta:culum
obstrucție	obstruction	ostruzione	obstrucción	obstrução	obstructio:nem
obtura	obturer	otturare	obturar	obturar	obtu:ra:re
obturație	obturation	otturazione	obturación	obturação	obtu:ra:tio:nem
ocean	océan	oceano	océano	oceano	o:ceanum
ochi	oeil	occhio	ojo	olho	oculum
ocru	ocre	ocra	ocre	ocre	ochram
octant	octant	ottante	octante	oitante	octantem
octogenar	octogénaire	ottuagenario	octogenario	octogenário	octo:ge:na:rum
ocult	occulte	occulto	oculto	oculto	occultum
ocultație	occultation	occultazione	ocultación	ocultação	occulta:tio:nem
ocupa	occuper	occupare	ocupar	ocupar	occupa:re
ocupație	occupation	occupazione	ocupación	ocupação	occupa:tio:nem
odios	odieux	odioso	odioso	odioso	odio:sum
odorifer	odoriférante	odorifero	odorífero	odorífero	odo:riferum
ieli	huile	olio	óleo	óleo	oleum
oliv	olive	olíva	oliva	oliva	oli:vam
omisiune	omission	omissione	omisión	omissão	omissio:nem
omite	omettre	omettere	omitir	omitir	omitte:re
omnipotent	omnipotent	omnipotente	omnipotente	onipotente	omnipotentem
oneros	onéreux	oneroso	oneroso	oneroso	onero:sum
onest	honnête	onesto	honesto	honesto	honestum
onora	honorer	onorare	honrar	honrar	hono:ra:re
opac	opaque	opaco	opaco	opaco	opa:cum
opacitate	opacité	opacità	opacidad	opacidade	opa:cita:tem
opal	opale	ópalo	ópalo	opalo	opalum
operă	opera	opera	ópera	ópera	operam
operat	opérer	operare	operar	operar	opera:re
operație	opération	operazione	operación	operação	opera:tio:nem
operațiune	opération	operazione	operación	operação	opera:tio:nem
operatoare	opérateur	operatore	operador	operador	opera:to:rem
opercul	opercule	opercolo	opérculo	opérculo	operculum
opinare	opiner	opinare	opinaré	opinare	opi:na:ri:
opinie	opinion	opinione	opinión	opinião	opi:nio:nem
opiu	opium	oppio	opio	ópio	opium
oportun	opportun	opportuno	oportuno	oportuno	opportu:num
opoziție	opposition	opposizione	oposición	oposição	oppositio:nem
opresiune	oppression	oppressione	opresión	opressão	oppressio:nem
oprima	opprimer	opprimere	oprimir	oprimir	opprime:re
opt	huit	otto	ocho	oito	octo:
optare	opter	optare	optar	optar	opta:re
optativ	optatif	ottativo	optativo	optativo	opta:ti:vum
optim	optime	ottimo	óptimo	ótimo	optimum
opțiune	option	opzione	opción	opção	optio:nem
oră	heure	ora	hora	hora	ho:ram
oracol	oracle	oracolo	oráculo	oráculo	o:ra:culum
oral	oral	orale	oral	oral	oralem
oratoriu	oratoire	oratorio	oratorio	oratório	o:ra:to:rium
orbicular	orbiculaire	orbicolare	orbicular	orbicular	orbicula:rem
orbită	orbite	orbita	órbita	órbita	orbitam
ordin	ordre	ordine	orden	ordem	o:rdinem
ordona	ordonner	ordinare	ordenar	ordenar	o:rdina:re
ordinal	ordinal	ordinale	ordinal	ordinal	ordina:lem
orez	riz	riso	arroz	arroz	orȳzam
orfan	orfene	orfano	huérfano	orfâo	orfanum
orgă	orgue	organo	órgano	órgão	organum
organic	organique	organico	orgánico	orgânico	organicum
orgie	orgie	orgia	orgía	orgia	orgiam
oribil	horrible	orribile	horrible	horrível	horribilem
original	original	originale	original	original	ori:gina:lem
ornament	ornement	ornamento	ornamento	ornamento	orna:mentum
oroare	horreur	orrore	horror	horror	horro:rem
orologiu	horloge	orologio	reloj	relógio	ho:rologium
ortodoxie	orthodoxie	ortodossia	ortodoxia	ortodoxia	orthodoxiam
ortografie	orthographie	ortografia	ortografía	ortografia	orthographia
os	eux	osso	hueso	osso	ossum
osana	hosanna	osanna	hosanna	hosana	ho:sanna
oscilație	oscillation	oscillazione	oscilación	oscilação	oscilla:tio:nem
oscilațiune	oscillation	oscillazione	oscilación	oscilação	oscilla:tio:nem
ospitalitate	hospitalité	ospitalità	hospitalidad	hospitalidade	hospita:lita:tem
ostentație	ostentation	ostentazione	ostentación	ostentação	ostenta:tio:nem
ostilitate	hostilité	ostilità	hostilidad	hostilidade	hosti:lita:tem
ou	oeuf	uovo	huevo	ovo	o:vum
oval	oval	ovale	oval	oval	ova:lem
păcat	péché	peccato	pecado	pecado	pecca:tum
pace	paix	pace	paz	paz	pa:cem
pacient	patient	paciente	paciente	paciente	patientem
paciență	pacient	pazienza	paciencia	paciência	patientiam
pacifica	pacifier	pacificare	pacificar	pacificar	pa:cifica:re
pacificator	pacificateur	pacificatore	pacificador	pacificator	pa:cifica:to:rem
pact	pacte	patto	pacto	pacto	pa:ctus
păcură	poix	pece	pez	pez	picem
păduche	pou	pidocchio	piojo	piolho	pe:di:culum
păduchios	pouilleux	pidocchioso	piojoso	piolhoso	pe:di:culo:sum
păgîn	payen	pagano	pagano	pagão	pa:ga:num
pagină	page	pagina	página	página	pa:ginam
părea	paille	paglia	paja	palha	paleam
palat	palais	palazzo	palacio	palácio	pala:tium
palid	pâle	pallido	pálido	pálido	pallidum
palimpsest	palimpseste	palinsesto	palimpsesto	palimpsesto	palimpse:stum
palinodie	palinodie	palinodia	palinodia	palinódia	palino:diam
palmă	paume	palma	palma	palma	palmam
palpa	palper	palpare	palpar	palpar	palpa:re
pană	penne	penna	peña	pena	pinnam
panaceu	panacée	panacea	panacea	panaceia	panaceam
panică	panique	panico	pánico	pânico	pa:nicum
panteon	panthéon	pánteon	panteón	panteão	pantheon
panteră	panthère	pantéra	pantera	pantera	panthe:ram
papă	pape	papa	papa	papa	papam
papilă	papille	papilla	papila	papila	papillam
pară	par	palo	palo	pao	pa:lum
paracenteză	paracentèse	paracentesi	paracentesis	paracentesis	paracente:sis
paradigmă	paradigme	paradigma	paradigma	paradigma	paradi:gma
paradis	paradis	paradiso	paraíso	paraíso	paradi:sum
paradiziac	paradisiaque	paradisiaco	paradisíaco	paradisíaco	paradi:siacum
paralel	parallèle	parallelo	paralelo	paralelo	paralle:lum
paralitic	paralytique	paralitico	paralítico	paralítico	paralyticum
paranteză	paranthèse	parentesi	paréntesis	parêntese	parenthesis
parazit	parasite	parassita	parásito	parasita	parasi:tum
parc	parc	parco	parque	parque	parcum
părere	paroir	parere	parer	parer	pare:re
păresimi	carême	quaresima	cuaresma	quaresma	qua:dra:ge:simam
perete	paroi	parete	pared	parede	parietem
părinte	parent	parente	pariente	parente	parentem
paritate	parité	parità	paridad	paridade	pa:rita:tem
parodie	parodie	parodia	parodia	paródia	paro:diam
parohie	paroisse	parrochia	parroquia	paróquia	parochiam
parotidă	parotide	parotide	parótida	parótida	paro:tidem
parte	part	parte	parte	parte	partem
participa	participer	partecipare	participar	participar	participa:re
participiu	participe	participio	participio	particípio	participium
păr	poil	pelo	pelo	pelo	pi:lum
pas	pas	passo	paso	passo	passum
pascal	pascal	pasquale	pascual	pascal	pascha:lem
pasiune	passion	passione	pasión	paixão	passio:nem
paște	pâques	pasqua	pascua	pascoa	pascham
